,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
13973,41369092,2024-01-18 08:38:16,sell,0.02,eurusd,1.08785,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.2,0.0,0.0,-1.1,154152.65999999945
13977,41369238,2024-01-18 08:42:01,sell,0.02,eurusd,1.08804,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.2,0.0,0.0,-0.72,154188.57999999943
13980,41369360,2024-01-18 08:53:02,sell,0.02,eurusd,1.08829,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.2,0.0,0.0,-0.22,154186.83999999944
13983,41369517,2024-01-18 09:14:05,sell,0.02,eurusd,1.08846,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.2,0.0,0.0,0.12,154206.85999999943
13985,41369594,2024-01-18 09:17:03,sell,0.02,eurusd,1.08853,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.2,0.0,0.0,0.26,154206.97999999946
13986,41369630,2024-01-18 09:18:04,sell,0.04,eurusd,1.08872,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.4,0.0,0.0,1.28,154207.85999999943
13991,41369817,2024-01-18 09:25:10,sell,0.04,eurusd,1.08883,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.4,0.0,0.0,1.72,154213.37999999942
13994,41369930,2024-01-18 09:28:02,sell,0.04,eurusd,1.08929,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.4,0.0,0.0,3.56,154220.61999999944
13998,41370074,2024-01-18 09:31:11,sell,0.06,eurusd,1.08948,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.6,0.0,0.0,6.48,154232.09999999945
13999,41370111,2024-01-18 09:32:08,sell,0.06,eurusd,1.08962,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.6,0.0,0.0,7.32,154238.81999999942
14001,41370152,2024-01-18 09:33:10,sell,0.06,eurusd,1.08989,0.0,1.0884,2024-01-18 10:00:46,1.0884,-0.6,0.0,0.0,8.94,154246.05999999944
