,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
4273,41066952,2023-12-07 02:52:01,sell,0.01,eurusd,1.07623,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.32,113478.76000000021
4274,41066964,2023-12-07 02:53:07,sell,0.01,eurusd,1.07626,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.35,113479.0500000002
4275,41066978,2023-12-07 02:54:13,sell,0.01,eurusd,1.07631,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.4,113479.3900000002
4276,41066998,2023-12-07 02:59:03,sell,0.01,eurusd,1.07632,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.41,113479.74000000021
4277,41067011,2023-12-07 03:00:10,sell,0.01,eurusd,1.07645,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.54,113480.2200000002
4278,41067022,2023-12-07 03:01:02,sell,0.01,eurusd,1.07651,0.0,1.0759,2023-12-07 04:52:16,1.0759,-0.06,0.0,0.0,0.61,113480.77000000021
4279,41067034,2023-12-07 03:02:06,sell,0.01,eurusd,1.07652,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.61,113481.32000000021
4280,41067047,2023-12-07 03:03:07,sell,0.01,eurusd,1.07651,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.6,113481.8600000002
4281,41067061,2023-12-07 03:04:03,sell,0.01,eurusd,1.07651,0.0,1.0759,2023-12-07 04:52:16,1.07591,-0.06,0.0,0.0,0.6,113482.40000000021
