,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
17436,41530933,2024-02-01 06:17:03,sell,0.01,eurusd,1.08011,0.0,1.07972,2024-02-01 06:57:34,1.07972,-0.1,0.0,0.0,0.39,159481.44999999925
17437,41530974,2024-02-01 06:18:22,sell,0.01,eurusd,1.08016,0.0,1.07972,2024-02-01 06:57:34,1.07972,-0.1,0.0,0.0,0.44,159481.78999999925
17438,41531037,2024-02-01 06:26:02,sell,0.01,eurusd,1.08017,0.0,1.07972,2024-02-01 06:57:34,1.07972,-0.1,0.0,0.0,0.45,159482.13999999926
17439,41531099,2024-02-01 06:41:01,sell,0.01,eurusd,1.08026,0.0,1.07972,2024-02-01 06:57:34,1.07972,-0.1,0.0,0.0,0.54,159482.57999999926
17440,41531134,2024-02-01 06:42:00,sell,0.01,eurusd,1.08041,0.0,1.07972,2024-02-01 06:57:34,1.07972,-0.1,0.0,0.0,0.69,159483.16999999926
