,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
8007,41172214,2023-12-25 23:31:30,buy,0.01,eurusd,1.10227,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.1,0.0,-0.07,0.27,140567.60000000015
8009,41172244,2023-12-25 23:32:07,buy,0.01,eurusd,1.10227,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.1,0.0,-0.07,0.28,140568.33000000013
8010,41172271,2023-12-25 23:33:02,buy,0.01,eurusd,1.10226,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.1,0.0,-0.07,0.29,140568.45000000013
8012,41172302,2023-12-25 23:34:01,buy,0.01,eurusd,1.10226,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.1,0.0,-0.07,0.28,140569.14000000013
8013,41172318,2023-12-25 23:35:06,buy,0.01,eurusd,1.10225,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.1,0.0,-0.07,0.3,140569.27000000014
8016,41172363,2023-12-25 23:37:02,buy,0.01,eurusd,1.10225,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.1,0.0,-0.07,0.3,140571.27000000014
8017,41172378,2023-12-25 23:38:03,buy,0.01,eurusd,1.10224,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.1,0.0,-0.07,0.3,140571.40000000014
8018,41172409,2023-12-25 23:45:58,buy,0.01,eurusd,1.10205,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.1,0.0,-0.07,0.49,140571.72000000015
8019,41172412,2023-12-25 23:45:59,buy,0.01,eurusd,1.10205,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.1,0.0,-0.07,0.5,140572.05000000013
8020,41172430,2023-12-25 23:46:00,buy,0.01,eurusd,1.10205,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.1,0.0,-0.07,0.5,140572.38000000012
8021,41172440,2023-12-25 23:46:00,buy,0.02,eurusd,1.10206,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.2,0.0,-0.15,0.98,140573.01000000013
8022,41172453,2023-12-25 23:46:01,buy,0.02,eurusd,1.10206,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.2,0.0,-0.15,0.96,140573.62000000014
8023,41172487,2023-12-25 23:49:08,buy,0.02,eurusd,1.10204,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.2,0.0,-0.15,1.0,140574.27000000014
8024,41172502,2023-12-25 23:50:09,buy,0.02,eurusd,1.10205,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.2,0.0,-0.15,1.0,140574.92000000016
8025,41172522,2023-12-25 23:52:31,buy,0.02,eurusd,1.10204,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.2,0.0,-0.15,1.02,140575.59000000014
8026,41172538,2023-12-25 23:53:33,buy,0.02,eurusd,1.10203,0.0,1.10251,2023-12-26 02:27:08,1.10255,-0.2,0.0,-0.15,1.04,140576.28000000014
8027,41172554,2023-12-25 23:55:03,buy,0.02,eurusd,1.10203,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.2,0.0,-0.15,1.02,140576.95000000013
8028,41172576,2023-12-25 23:56:13,buy,0.02,eurusd,1.10201,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.2,0.0,-0.15,1.06,140577.66000000015
8029,41172593,2023-12-25 23:57:04,buy,0.02,eurusd,1.102,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.2,0.0,-0.15,1.08,140578.39000000013
8030,41172612,2023-12-25 23:58:12,buy,0.02,eurusd,1.10194,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.2,0.0,-0.15,1.2,140579.24000000014
8031,41172625,2023-12-25 23:59:02,buy,0.03,eurusd,1.10189,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.3,0.0,-0.22,1.95,140580.67000000013
8032,41172644,2023-12-26 00:01:03,buy,0.03,eurusd,1.10183,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.3,0.0,0.0,2.13,140582.50000000012
8033,41172660,2023-12-26 00:02:04,buy,0.03,eurusd,1.10184,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.3,0.0,0.0,2.1,140584.30000000013
8034,41172682,2023-12-26 00:03:06,buy,0.03,eurusd,1.10178,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.3,0.0,0.0,2.28,140586.28000000012
8035,41172695,2023-12-26 00:04:06,buy,0.03,eurusd,1.10164,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.3,0.0,0.0,2.7,140588.6800000001
8036,41172712,2023-12-26 00:05:23,buy,0.03,eurusd,1.10164,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.3,0.0,0.0,2.7,140591.08000000013
8037,41172726,2023-12-26 00:06:35,buy,0.03,eurusd,1.10165,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.3,0.0,0.0,2.67,140593.45000000013
8038,41172782,2023-12-26 00:16:05,buy,0.04,eurusd,1.1016,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.4,0.0,0.0,3.76,140596.8100000001
8039,41172800,2023-12-26 00:17:12,buy,0.04,eurusd,1.1016,0.0,1.10251,2023-12-26 02:27:08,1.10254,-0.4,0.0,0.0,3.76,140600.17000000013
