,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
7281,41146533,2023-12-20 13:09:09,sell,0.05,eurusd,1.09433,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.3,0.0,0.0,-6.8,133521.93000000017
7282,41146549,2023-12-20 13:10:19,sell,0.05,eurusd,1.09448,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.3,0.0,0.0,-6.05,133515.58000000016
7283,41146568,2023-12-20 13:12:01,sell,0.05,eurusd,1.09459,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.3,0.0,0.0,-5.5,133509.78000000014
7284,41146582,2023-12-20 13:13:04,sell,0.1,eurusd,1.09469,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-10.0,133499.18000000017
7285,41146598,2023-12-20 13:14:02,sell,0.1,eurusd,1.09482,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-8.7,133489.88000000018
7286,41146639,2023-12-20 13:27:15,sell,0.1,eurusd,1.09492,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-7.7,133481.58000000016
7287,41146654,2023-12-20 13:28:08,sell,0.1,eurusd,1.09502,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-6.7,133474.28000000017
7288,41146667,2023-12-20 13:29:03,sell,0.1,eurusd,1.09497,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-7.2,133466.48000000016
7289,41146683,2023-12-20 13:31:01,sell,0.1,eurusd,1.09516,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-5.3,133460.58000000016
7295,41146780,2023-12-20 13:39:04,sell,0.1,eurusd,1.09525,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-4.4,133469.63000000018
7296,41146796,2023-12-20 13:40:20,sell,0.1,eurusd,1.09523,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-4.6,133464.43000000017
7297,41146810,2023-12-20 13:41:02,sell,0.1,eurusd,1.09528,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-4.1,133459.73000000016
7298,41146832,2023-12-20 13:43:12,sell,0.1,eurusd,1.09526,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.6,0.0,0.0,-4.3,133454.83000000016
7299,41146848,2023-12-20 13:44:03,sell,0.15,eurusd,1.09532,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.9,0.0,0.0,-5.55,133448.38000000018
7300,41146860,2023-12-20 13:45:01,sell,0.15,eurusd,1.09548,0.0,1.09569,2023-12-20 16:56:20,1.09569,-0.9,0.0,0.0,-3.15,133444.33000000016
