,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
13483,41348867,2024-01-17 06:10:15,sell,0.02,eurusd,1.08581,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,-0.5,150472.99999999942
13488,41349065,2024-01-17 06:19:05,sell,0.02,eurusd,1.08581,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,-0.5,150606.0799999994
13489,41349107,2024-01-17 06:24:02,sell,0.02,eurusd,1.08581,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,-0.5,150605.37999999942
13497,41349417,2024-01-17 06:42:03,sell,0.02,eurusd,1.08594,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,-0.24,150939.8999999994
13498,41349451,2024-01-17 06:43:02,sell,0.02,eurusd,1.08611,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,0.1,150939.7999999994
13499,41349493,2024-01-17 06:47:04,sell,0.02,eurusd,1.08614,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,0.16,150939.75999999943
13500,41349527,2024-01-17 06:48:08,sell,0.02,eurusd,1.08613,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,0.14,150939.69999999943
13501,41349563,2024-01-17 06:49:03,sell,0.02,eurusd,1.0862,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,0.28,150939.77999999942
13502,41349597,2024-01-17 06:50:03,sell,0.02,eurusd,1.08619,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,0.26,150939.8399999994
13503,41349640,2024-01-17 06:52:12,sell,0.02,eurusd,1.08629,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.2,0.0,0.0,0.46,150940.09999999942
13504,41349673,2024-01-17 06:53:01,sell,0.04,eurusd,1.08629,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,0.92,150940.6199999994
13505,41349709,2024-01-17 06:54:01,sell,0.04,eurusd,1.08639,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,1.32,150941.5399999994
13506,41349775,2024-01-17 07:01:11,sell,0.04,eurusd,1.08641,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,1.4,150942.53999999943
13507,41349813,2024-01-17 07:03:01,sell,0.04,eurusd,1.08658,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,2.08,150944.21999999942
13508,41349852,2024-01-17 07:04:02,sell,0.04,eurusd,1.08661,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,2.2,150946.0199999994
13510,41349911,2024-01-17 07:17:03,sell,0.04,eurusd,1.08682,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,3.04,150949.2399999994
13512,41349923,2024-01-17 07:19:09,sell,0.04,eurusd,1.08704,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,3.92,150953.4799999994
13513,41349991,2024-01-17 07:21:10,sell,0.04,eurusd,1.08705,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,3.96,150957.0399999994
13514,41350091,2024-01-17 07:22:00,sell,0.04,eurusd,1.0871,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,4.16,150960.7999999994
13515,41350128,2024-01-17 07:24:03,sell,0.04,eurusd,1.08729,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.4,0.0,0.0,4.92,150965.31999999942
13516,41350164,2024-01-17 07:26:00,sell,0.06,eurusd,1.08728,0.0,1.08608,2024-01-17 07:36:34,1.08606,-0.6,0.0,0.0,7.32,150972.0399999994
