,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
13639,41354957,2024-01-17 12:41:01,sell,0.02,eurusd,1.08729,0.0,1.08695,2024-01-17 13:20:23,1.08694,-0.2,0.0,0.0,0.7,151099.6799999994
13640,41354993,2024-01-17 12:42:02,sell,0.02,eurusd,1.08726,0.0,1.08695,2024-01-17 13:20:23,1.08694,-0.2,0.0,0.0,0.64,151100.1199999994
13641,41355027,2024-01-17 12:43:01,sell,0.02,eurusd,1.0873,0.0,1.08695,2024-01-17 13:20:23,1.08694,-0.2,0.0,0.0,0.72,151100.6399999994
13646,41355222,2024-01-17 12:56:02,sell,0.02,eurusd,1.08737,0.0,1.08695,2024-01-17 13:20:23,1.08694,-0.2,0.0,0.0,0.86,151094.1799999994
13647,41355259,2024-01-17 12:57:02,sell,0.02,eurusd,1.08759,0.0,1.08695,2024-01-17 13:20:23,1.08694,-0.2,0.0,0.0,1.3,151095.27999999942
13648,41355332,2024-01-17 13:10:00,sell,0.02,eurusd,1.08763,0.0,1.08695,2024-01-17 13:20:23,1.08694,-0.2,0.0,0.0,1.38,151096.4599999994
13649,41355370,2024-01-17 13:13:02,sell,0.02,eurusd,1.08782,0.0,1.08695,2024-01-17 13:20:23,1.08694,-0.2,0.0,0.0,1.76,151098.0199999994
