,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
7980,41164306,2023-12-22 19:43:02,sell,0.01,eurusd,1.10084,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-1.17,140580.97000000015
7981,41164322,2023-12-22 19:44:05,sell,0.01,eurusd,1.10085,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-1.16,140579.74000000014
7982,41164337,2023-12-22 19:45:07,sell,0.01,eurusd,1.1009,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-1.11,140578.56000000014
7983,41164354,2023-12-22 19:46:04,sell,0.01,eurusd,1.10111,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-0.9,140577.59000000014
7984,41164370,2023-12-22 19:47:07,sell,0.01,eurusd,1.10123,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-0.78,140576.74000000014
7985,41164398,2023-12-22 19:53:02,sell,0.01,eurusd,1.10123,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-0.78,140575.89000000013
7986,41164416,2023-12-22 19:56:07,sell,0.01,eurusd,1.10141,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-0.6,140575.22000000015
7987,41164434,2023-12-22 19:57:02,sell,0.01,eurusd,1.10146,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.1,0.0,0.03,-0.55,140574.60000000015
7988,41164452,2023-12-22 19:58:03,sell,0.02,eurusd,1.10146,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.04,-1.1,140573.34000000014
7989,41164479,2023-12-22 20:06:02,sell,0.02,eurusd,1.10146,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.04,-1.1,140572.08000000013
7990,41164497,2023-12-22 20:07:02,sell,0.02,eurusd,1.10147,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.04,-1.08,140570.84000000014
7992,41164531,2023-12-22 20:09:05,sell,0.02,eurusd,1.10152,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.04,-0.98,140568.70000000013
7993,41171809,2023-12-25 22:19:41,sell,0.02,eurusd,1.10178,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.01,-0.46,140568.05000000013
7994,41171829,2023-12-25 22:22:00,sell,0.02,eurusd,1.10168,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.01,-0.66,140567.20000000013
7996,41171969,2023-12-25 23:09:38,sell,0.02,eurusd,1.10204,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.01,0.06,140567.06000000014
7997,41171985,2023-12-25 23:10:05,sell,0.02,eurusd,1.10205,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.2,0.0,0.01,0.08,140566.95000000013
7998,41172017,2023-12-25 23:20:00,sell,0.03,eurusd,1.10206,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.3,0.0,0.02,0.15,140566.82000000012
7999,41172041,2023-12-25 23:22:49,sell,0.03,eurusd,1.10205,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.3,0.0,0.02,0.12,140566.66000000015
8000,41172054,2023-12-25 23:24:02,sell,0.03,eurusd,1.10206,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.3,0.0,0.02,0.15,140566.53000000014
8001,41172071,2023-12-25 23:24:47,sell,0.03,eurusd,1.10206,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.3,0.0,0.02,0.15,140566.40000000014
8002,41172087,2023-12-25 23:26:18,sell,0.03,eurusd,1.10209,0.0,1.10201,2023-12-26 08:47:33,1.10201,-0.3,0.0,0.02,0.24,140566.36000000013
