,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
4639,41074095,2023-12-08 01:22:06,sell,0.01,eurusd,1.07858,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.1,113862.72000000023
4640,41074106,2023-12-08 01:23:04,sell,0.01,eurusd,1.07875,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.27,113862.93000000023
4641,41074120,2023-12-08 01:25:02,sell,0.01,eurusd,1.07879,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.31,113863.18000000023
4642,41074134,2023-12-08 01:26:07,sell,0.01,eurusd,1.07893,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.45,113863.57000000024
4643,41074147,2023-12-08 01:28:04,sell,0.01,eurusd,1.07895,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.47,113863.98000000023
4644,41074160,2023-12-08 01:29:02,sell,0.01,eurusd,1.07907,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.59,113864.51000000023
4645,41074176,2023-12-08 01:32:01,sell,0.01,eurusd,1.07915,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.67,113865.12000000023
4646,41074194,2023-12-08 01:35:02,sell,0.01,eurusd,1.07919,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.71,113865.77000000024
4647,41074209,2023-12-08 01:38:02,sell,0.01,eurusd,1.0792,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.72,113866.43000000023
4648,41074224,2023-12-08 01:39:02,sell,0.01,eurusd,1.07926,0.0,1.07848,2023-12-08 02:12:01,1.07848,-0.06,0.0,0.0,0.78,113867.15000000023
