,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
13151,41335472,2024-01-16 11:38:01,buy,0.02,eurusd,1.08919,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,-0.68,150029.76999999935
13156,41335659,2024-01-16 11:47:01,buy,0.02,eurusd,1.08904,0.0,1.08885,2024-01-16 13:30:10,1.08886,-0.2,0.0,0.0,-0.36,150049.72999999934
13157,41335726,2024-01-16 12:05:10,buy,0.02,eurusd,1.08904,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,-0.38,150049.14999999932
13158,41335761,2024-01-16 12:06:05,buy,0.02,eurusd,1.08887,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,-0.04,150048.90999999933
13159,41335796,2024-01-16 12:08:02,buy,0.02,eurusd,1.08877,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,0.16,150048.86999999936
13160,41335842,2024-01-16 12:14:06,buy,0.02,eurusd,1.08877,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,0.16,150048.82999999935
13161,41335923,2024-01-16 12:42:07,buy,0.02,eurusd,1.08866,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,0.38,150049.00999999934
13162,41335955,2024-01-16 12:43:09,buy,0.02,eurusd,1.08848,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,0.74,150049.54999999935
13163,41335991,2024-01-16 12:44:01,buy,0.02,eurusd,1.08849,0.0,1.08885,2024-01-16 13:30:10,1.08886,-0.2,0.0,0.0,0.74,150050.08999999933
13164,41336027,2024-01-16 12:46:02,buy,0.02,eurusd,1.08847,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.2,0.0,0.0,0.76,150050.64999999935
13165,41336099,2024-01-16 13:04:08,buy,0.04,eurusd,1.08841,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.4,0.0,0.0,1.76,150052.00999999934
13166,41336132,2024-01-16 13:05:12,buy,0.04,eurusd,1.08836,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.4,0.0,0.0,1.96,150053.56999999934
13167,41336168,2024-01-16 13:06:02,buy,0.04,eurusd,1.08833,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.4,0.0,0.0,2.08,150055.24999999936
13168,41336209,2024-01-16 13:10:15,buy,0.04,eurusd,1.08817,0.0,1.08885,2024-01-16 13:30:10,1.08886,-0.4,0.0,0.0,2.76,150057.60999999935
13171,41336314,2024-01-16 13:12:09,buy,0.04,eurusd,1.08752,0.0,1.08885,2024-01-16 13:30:10,1.08886,-0.4,0.0,0.0,5.36,150064.24999999936
13176,41336490,2024-01-16 13:17:01,buy,0.04,eurusd,1.08752,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.4,0.0,0.0,5.32,150065.94999999937
13179,41336612,2024-01-16 13:23:01,buy,0.04,eurusd,1.08751,0.0,1.08885,2024-01-16 13:30:10,1.08885,-0.4,0.0,0.0,5.36,150070.04999999935
13180,41336646,2024-01-16 13:24:00,buy,0.04,eurusd,1.08754,0.0,1.08885,2024-01-16 13:30:10,1.08886,-0.4,0.0,0.0,5.28,150074.92999999935
