,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
10772,41235539,2024-01-07 23:46:04,sell,0.01,eurusd,1.09376,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.1,0.0,0.0,-0.56,145624.25999999954
10777,41235614,2024-01-07 23:51:03,sell,0.02,eurusd,1.09389,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.2,0.0,0.0,-0.86,145620.94999999955
10799,41236024,2024-01-08 00:37:05,sell,0.05,eurusd,1.0947,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.5,0.0,0.0,1.9,145621.64999999956
10801,41236042,2024-01-08 00:38:03,sell,0.05,eurusd,1.09469,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.5,0.0,0.0,1.85,145623.48999999953
10802,41236088,2024-01-08 00:39:02,sell,0.05,eurusd,1.0947,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.5,0.0,0.0,1.9,145624.88999999955
10803,41236104,2024-01-08 00:40:06,sell,0.05,eurusd,1.09476,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.5,0.0,0.0,2.2,145626.58999999953
10804,41236118,2024-01-08 00:41:09,sell,0.06,eurusd,1.09476,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.6,0.0,0.0,2.64,145628.62999999954
10805,41236135,2024-01-08 00:42:01,sell,0.06,eurusd,1.09477,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.6,0.0,0.0,2.7,145630.72999999952
10806,41236151,2024-01-08 00:43:02,sell,0.06,eurusd,1.09477,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.6,0.0,0.0,2.7,145632.82999999952
10807,41236171,2024-01-08 00:45:03,sell,0.06,eurusd,1.09477,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.6,0.0,0.0,2.7,145634.92999999953
10808,41236190,2024-01-08 00:46:58,sell,0.07,eurusd,1.09482,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.7,0.0,0.0,3.5,145637.72999999952
10809,41236206,2024-01-08 00:48:09,sell,0.07,eurusd,1.09482,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.7,0.0,0.0,3.5,145640.5299999995
10810,41236222,2024-01-08 00:49:06,sell,0.07,eurusd,1.09484,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.7,0.0,0.0,3.64,145643.4699999995
10811,41236236,2024-01-08 00:50:02,sell,0.08,eurusd,1.09482,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.8,0.0,0.0,4.0,145646.66999999952
10812,41236254,2024-01-08 00:51:14,sell,0.08,eurusd,1.09483,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.8,0.0,0.0,4.08,145649.94999999952
10813,41236270,2024-01-08 00:52:01,sell,0.09,eurusd,1.09483,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.9,0.0,0.0,4.59,145653.63999999952
10814,41236286,2024-01-08 00:53:02,sell,0.09,eurusd,1.09485,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.9,0.0,0.0,4.77,145657.5099999995
10815,41236302,2024-01-08 00:54:02,sell,0.09,eurusd,1.09485,0.0,1.09432,2024-01-08 02:15:08,1.09432,-0.9,0.0,0.0,4.77,145661.3799999995
10816,41236321,2024-01-08 00:56:07,sell,0.1,eurusd,1.09484,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.0,0.0,0.0,5.2,145665.57999999952
10817,41236337,2024-01-08 00:57:00,sell,0.1,eurusd,1.09485,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.0,0.0,0.0,5.3,145669.8799999995
10818,41236356,2024-01-08 00:58:20,sell,0.11,eurusd,1.09489,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.1,0.0,0.0,6.27,145675.04999999952
10819,41236390,2024-01-08 01:07:06,sell,0.11,eurusd,1.09491,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.1,0.0,0.0,6.49,145680.4399999995
10820,41236404,2024-01-08 01:08:02,sell,0.12,eurusd,1.09496,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.2,0.0,0.0,7.68,145686.91999999952
10821,41236428,2024-01-08 01:10:14,sell,0.13,eurusd,1.095,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.3,0.0,0.0,8.84,145694.4599999995
10822,41236456,2024-01-08 01:18:03,sell,0.13,eurusd,1.09506,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.3,0.0,0.0,9.62,145702.7799999995
10823,41236477,2024-01-08 01:20:16,sell,0.14,eurusd,1.09514,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.4,0.0,0.0,11.48,145712.85999999952
10824,41236495,2024-01-08 01:21:32,sell,0.15,eurusd,1.09521,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.5,0.0,0.0,13.35,145724.7099999995
10825,41236511,2024-01-08 01:22:24,sell,0.15,eurusd,1.09522,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.5,0.0,0.0,13.5,145736.7099999995
10826,41236570,2024-01-08 01:43:02,sell,0.16,eurusd,1.09522,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.6,0.0,0.0,14.4,145749.5099999995
10827,41236591,2024-01-08 01:46:04,sell,0.17,eurusd,1.09526,0.0,1.09432,2024-01-08 02:15:08,1.09432,-1.7,0.0,0.0,15.98,145763.7899999995
