,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
1856,41015118,2023-11-28 13:04:16,sell,0.01,eurusd,1.09475,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.87,110398.06000000007
1857,41015125,2023-11-28 13:05:01,sell,0.01,eurusd,1.0948,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.82,110394.18000000007
1861,41015173,2023-11-28 13:09:08,sell,0.01,eurusd,1.09498,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.64,110395.90000000007
1862,41015211,2023-11-28 13:17:01,sell,0.01,eurusd,1.09516,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.46,110392.38000000006
1863,41015255,2023-11-28 13:20:04,sell,0.01,eurusd,1.09523,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.39,110388.93000000007
1864,41015268,2023-11-28 13:21:09,sell,0.01,eurusd,1.09533,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.29,110385.58000000007
1865,41015280,2023-11-28 13:22:01,sell,0.01,eurusd,1.09536,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.26,110382.26000000007
1866,41015295,2023-11-28 13:23:03,sell,0.01,eurusd,1.09543,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-3.19,110379.01000000007
1867,41015303,2023-11-28 13:24:02,sell,0.01,eurusd,1.09579,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-2.83,110376.12000000007
1869,41015321,2023-11-28 13:25:05,sell,0.01,eurusd,1.09598,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.06,0.0,0.0,-2.64,110373.94000000006
1870,41015329,2023-11-28 13:26:02,sell,0.02,eurusd,1.09607,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-5.1,110368.72000000006
1872,41015345,2023-11-28 13:27:01,sell,0.02,eurusd,1.09638,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-4.48,110364.34000000007
1881,41015484,2023-11-28 13:44:00,sell,0.02,eurusd,1.09664,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-3.96,110364.93000000007
1883,41015528,2023-11-28 13:45:03,sell,0.02,eurusd,1.09678,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-3.68,110361.32000000007
1887,41015612,2023-11-28 13:57:03,sell,0.02,eurusd,1.09689,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-3.46,110359.71000000008
1888,41015635,2023-11-28 13:58:02,sell,0.02,eurusd,1.09727,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-2.7,110356.89000000007
1890,41015658,2023-11-28 13:59:08,sell,0.02,eurusd,1.0972,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-2.84,110354.04000000007
1891,41015670,2023-11-28 14:00:21,sell,0.02,eurusd,1.09736,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-2.52,110351.40000000007
1897,41015845,2023-11-28 14:25:04,sell,0.02,eurusd,1.09787,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-1.5,110352.65000000007
1899,41015865,2023-11-28 14:27:00,sell,0.02,eurusd,1.09814,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.12,0.0,0.0,-0.96,110351.93000000007
1906,41016043,2023-11-28 14:48:03,sell,0.03,eurusd,1.09832,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.18,0.0,0.0,-0.9,110354.27000000008
1907,41016061,2023-11-28 14:49:06,sell,0.03,eurusd,1.09834,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.18,0.0,0.0,-0.84,110353.25000000007
1908,41016073,2023-11-28 14:51:00,sell,0.03,eurusd,1.09846,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.18,0.0,0.0,-0.48,110352.59000000007
1917,41016229,2023-11-28 15:05:06,sell,0.03,eurusd,1.09853,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.18,0.0,0.0,-0.27,110356.75000000007
1930,41016491,2023-11-28 15:40:06,sell,0.03,eurusd,1.09905,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.18,0.0,0.0,1.29,110364.81000000007
1932,41016537,2023-11-28 15:41:14,sell,0.03,eurusd,1.09942,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.18,0.0,0.0,2.4,110367.56000000007
1933,41016555,2023-11-28 15:42:01,sell,0.03,eurusd,1.09959,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.18,0.0,0.0,2.91,110370.29000000007
1934,41016570,2023-11-28 15:43:00,sell,0.04,eurusd,1.09997,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.24,0.0,0.0,5.4,110375.45000000007
1951,41017112,2023-11-28 16:53:04,sell,0.04,eurusd,1.10013,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.24,0.0,0.0,6.04,110389.85000000006
1952,41017129,2023-11-28 16:54:01,sell,0.04,eurusd,1.10014,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.24,0.0,0.0,6.08,110395.69000000008
1953,41017139,2023-11-28 16:55:10,sell,0.04,eurusd,1.10024,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.24,0.0,0.0,6.48,110401.93000000007
1954,41017153,2023-11-28 16:56:04,sell,0.04,eurusd,1.1002,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.24,0.0,0.0,6.32,110408.01000000007
1955,41017160,2023-11-28 16:57:01,sell,0.05,eurusd,1.1004,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.3,0.0,0.0,8.9,110416.61000000007
1956,41017183,2023-11-28 16:58:22,sell,0.05,eurusd,1.10042,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.3,0.0,0.0,9.0,110425.31000000007
1957,41017190,2023-11-28 16:59:07,sell,0.05,eurusd,1.10047,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.3,0.0,0.0,9.25,110434.26000000007
1958,41017199,2023-11-28 17:00:00,sell,0.05,eurusd,1.10059,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.3,0.0,0.0,9.85,110443.81000000007
1960,41017216,2023-11-28 17:01:09,sell,0.06,eurusd,1.1007,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.36,0.0,0.0,12.48,110454.43000000007
1961,41017233,2023-11-28 17:02:01,sell,0.06,eurusd,1.10081,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.36,0.0,0.0,13.14,110467.21000000006
1962,41017264,2023-11-28 17:04:01,sell,0.06,eurusd,1.10078,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.36,0.0,0.0,12.96,110479.81000000007
1966,41017343,2023-11-28 17:16:02,sell,0.06,eurusd,1.10084,0.0,1.09862,2023-11-28 17:51:35,1.09862,-0.36,0.0,0.0,13.32,110488.94000000006
