,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
2142,41020447,2023-11-29 01:01:03,buy,0.01,eurusd,1.1015,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-2.59,110695.77000000008
2144,41020471,2023-11-29 01:03:02,buy,0.01,eurusd,1.10147,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-2.56,110732.27000000008
2146,41020499,2023-11-29 01:07:13,buy,0.01,eurusd,1.10143,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-2.52,110771.69000000008
2147,41020508,2023-11-29 01:08:02,buy,0.01,eurusd,1.10142,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-2.51,110769.12000000007
2148,41020519,2023-11-29 01:09:01,buy,0.01,eurusd,1.10119,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-2.28,110766.78000000007
2149,41020539,2023-11-29 01:10:10,buy,0.01,eurusd,1.10093,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-2.02,110764.70000000007
2150,41020554,2023-11-29 01:12:08,buy,0.01,eurusd,1.10093,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-2.02,110762.62000000007
2152,41020758,2023-11-29 01:49:04,buy,0.01,eurusd,1.10076,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-1.85,110805.17000000007
2153,41020767,2023-11-29 01:50:14,buy,0.01,eurusd,1.1007,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-1.79,110803.32000000007
2154,41020790,2023-11-29 01:53:00,buy,0.01,eurusd,1.10066,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.06,0.0,0.0,-1.75,110801.51000000007
2155,41020800,2023-11-29 01:55:04,buy,0.02,eurusd,1.10065,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-3.48,110797.91000000006
2156,41020810,2023-11-29 01:56:04,buy,0.02,eurusd,1.10051,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-3.2,110794.59000000007
2157,41020833,2023-11-29 01:59:06,buy,0.02,eurusd,1.10051,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-3.2,110791.27000000006
2158,41020851,2023-11-29 02:03:01,buy,0.02,eurusd,1.10044,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-3.06,110788.09000000007
2159,41020868,2023-11-29 02:04:08,buy,0.02,eurusd,1.10041,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-3.0,110784.97000000007
2160,41021007,2023-11-29 02:41:01,buy,0.02,eurusd,1.1004,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-2.98,110781.87000000007
2161,41021016,2023-11-29 02:42:07,buy,0.02,eurusd,1.10039,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-2.96,110778.79000000007
2162,41021027,2023-11-29 02:44:01,buy,0.02,eurusd,1.10021,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-2.6,110776.07000000007
2163,41021046,2023-11-29 02:45:13,buy,0.02,eurusd,1.1002,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-2.58,110773.37000000007
2164,41021056,2023-11-29 02:46:04,buy,0.02,eurusd,1.10016,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.12,0.0,0.0,-2.5,110770.75000000007
2165,41021067,2023-11-29 02:47:02,buy,0.03,eurusd,1.09991,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.18,0.0,0.0,-3.0,110767.57000000007
2166,41021342,2023-11-29 03:59:02,buy,0.03,eurusd,1.09992,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.18,0.0,0.0,-3.03,110764.36000000007
2167,41021351,2023-11-29 04:00:13,buy,0.03,eurusd,1.09981,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.18,0.0,0.0,-2.7,110761.48000000007
2168,41021358,2023-11-29 04:01:01,buy,0.03,eurusd,1.09979,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.18,0.0,0.0,-2.64,110758.66000000006
2169,41021427,2023-11-29 04:16:09,buy,0.03,eurusd,1.09983,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.18,0.0,0.0,-2.76,110755.72000000007
2170,41021434,2023-11-29 04:17:03,buy,0.03,eurusd,1.0998,0.0,1.09891,2023-11-29 13:30:54,1.09891,-0.18,0.0,0.0,-2.67,110752.87000000007
