,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
7956,41163593,2023-12-22 17:08:02,sell,0.01,eurusd,1.10045,0.0,1.10088,2023-12-22 19:05:19,1.10087,-0.1,0.0,0.0,-0.42,140546.07000000015
7960,41163664,2023-12-22 17:13:03,sell,0.01,eurusd,1.10051,0.0,1.10088,2023-12-22 19:05:19,1.10087,-0.1,0.0,0.0,-0.36,140568.69000000015
7961,41163679,2023-12-22 17:14:02,sell,0.01,eurusd,1.10052,0.0,1.10088,2023-12-22 19:05:19,1.10087,-0.1,0.0,0.0,-0.35,140568.24000000014
7962,41163697,2023-12-22 17:15:04,sell,0.01,eurusd,1.10058,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.1,0.0,0.0,-0.28,140567.86000000016
7963,41163711,2023-12-22 17:16:02,sell,0.01,eurusd,1.10063,0.0,1.10088,2023-12-22 19:05:19,1.10087,-0.1,0.0,0.0,-0.24,140567.52000000014
7964,41163731,2023-12-22 17:18:02,sell,0.01,eurusd,1.1007,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.1,0.0,0.0,-0.16,140567.26000000013
7965,41163747,2023-12-22 17:19:03,sell,0.01,eurusd,1.10083,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.1,0.0,0.0,-0.03,140567.13000000015
7966,41163761,2023-12-22 17:20:03,sell,0.01,eurusd,1.10094,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.1,0.0,0.0,0.08,140567.11000000016
7967,41163779,2023-12-22 17:21:11,sell,0.01,eurusd,1.1012,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.1,0.0,0.0,0.34,140567.35000000015
7968,41163826,2023-12-22 17:36:03,sell,0.01,eurusd,1.10132,0.0,1.10088,2023-12-22 19:05:19,1.10087,-0.1,0.0,0.0,0.45,140567.70000000013
7969,41163843,2023-12-22 17:37:02,sell,0.02,eurusd,1.10147,0.0,1.10088,2023-12-22 19:05:19,1.10087,-0.2,0.0,0.0,1.2,140568.70000000013
7970,41163883,2023-12-22 17:49:10,sell,0.02,eurusd,1.10164,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,1.56,140570.0600000001
7971,41163952,2023-12-22 18:12:15,sell,0.02,eurusd,1.10169,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,1.66,140571.52000000014
7972,41163968,2023-12-22 18:14:13,sell,0.02,eurusd,1.10173,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,1.74,140573.06000000014
7973,41163984,2023-12-22 18:16:03,sell,0.02,eurusd,1.10174,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,1.76,140574.62000000014
7974,41164011,2023-12-22 18:21:05,sell,0.02,eurusd,1.10174,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,1.76,140576.18000000014
7975,41164028,2023-12-22 18:22:03,sell,0.02,eurusd,1.10175,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,1.78,140577.76000000013
7976,41164045,2023-12-22 18:23:06,sell,0.02,eurusd,1.10184,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,1.96,140579.52000000014
7977,41164073,2023-12-22 18:31:04,sell,0.02,eurusd,1.1019,0.0,1.10088,2023-12-22 19:05:19,1.10086,-0.2,0.0,0.0,2.08,140581.40000000014
