,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
16684,41494477,2024-01-30 01:05:06,buy,0.01,eurusd,1.08355,0.0,1.08267,2024-01-30 07:59:59,1.08274,-0.1,0.0,0.0,-0.81,158068.63999999934
16690,41494796,2024-01-30 01:44:05,buy,0.01,eurusd,1.08336,0.0,1.08267,2024-01-30 07:59:59,1.08274,-0.1,0.0,0.0,-0.62,158064.04999999935
16695,41495013,2024-01-30 02:06:01,buy,0.02,eurusd,1.0832,0.0,1.08267,2024-01-30 07:59:59,1.08274,-0.2,0.0,0.0,-0.92,158058.08999999936
16700,41495227,2024-01-30 02:19:03,buy,0.02,eurusd,1.08306,0.0,1.08267,2024-01-30 07:59:59,1.08274,-0.2,0.0,0.0,-0.64,158053.52999999936
16709,41495829,2024-01-30 04:54:02,buy,0.04,eurusd,1.08254,0.0,1.08267,2024-01-30 07:59:59,1.08274,-0.4,0.0,0.0,0.8,158049.46999999936
16713,41495993,2024-01-30 05:04:01,buy,0.05,eurusd,1.08236,0.0,1.08267,2024-01-30 07:59:59,1.08271,-0.5,0.0,0.0,1.75,158052.59999999934
16714,41496038,2024-01-30 05:08:02,buy,0.05,eurusd,1.08236,0.0,1.08267,2024-01-30 07:59:59,1.08271,-0.5,0.0,0.0,1.75,158053.84999999934
16715,41496152,2024-01-30 05:54:00,buy,0.05,eurusd,1.08229,0.0,1.08267,2024-01-30 07:59:59,1.08271,-0.5,0.0,0.0,2.1,158055.44999999934
16716,41496191,2024-01-30 05:56:02,buy,0.05,eurusd,1.08228,0.0,1.08267,2024-01-30 07:59:59,1.08271,-0.5,0.0,0.0,2.15,158057.09999999934
16717,41496232,2024-01-30 05:57:02,buy,0.06,eurusd,1.08226,0.0,1.08267,2024-01-30 07:59:59,1.08276,-0.6,0.0,0.0,3.0,158059.49999999933
16718,41496272,2024-01-30 05:59:01,buy,0.06,eurusd,1.08225,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.6,0.0,0.0,3.0,158061.89999999932
16719,41496318,2024-01-30 06:04:01,buy,0.06,eurusd,1.08224,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.6,0.0,0.0,3.06,158064.35999999935
16720,41496390,2024-01-30 06:22:02,buy,0.06,eurusd,1.08218,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.6,0.0,0.0,3.42,158067.17999999935
16721,41496437,2024-01-30 06:30:02,buy,0.07,eurusd,1.08207,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.7,0.0,0.0,4.76,158071.23999999932
16722,41496507,2024-01-30 06:47:01,buy,0.07,eurusd,1.08203,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.7,0.0,0.0,5.04,158075.57999999932
16724,41496548,2024-01-30 06:48:01,buy,0.07,eurusd,1.08189,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.7,0.0,0.0,6.02,158081.29999999932
16725,41496557,2024-01-30 06:49:01,buy,0.08,eurusd,1.08178,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.8,0.0,0.0,7.76,158088.2599999993
16726,41496596,2024-01-30 06:50:02,buy,0.08,eurusd,1.08174,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.8,0.0,0.0,8.08,158095.53999999934
16727,41496697,2024-01-30 06:51:07,buy,0.09,eurusd,1.08169,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.9,0.0,0.0,9.54,158104.17999999932
16728,41496738,2024-01-30 06:52:03,buy,0.09,eurusd,1.08164,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.9,0.0,0.0,9.99,158113.26999999932
16729,41496779,2024-01-30 06:56:03,buy,0.09,eurusd,1.08152,0.0,1.08267,2024-01-30 07:59:59,1.08275,-0.9,0.0,0.0,11.07,158123.43999999933
16730,41496853,2024-01-30 06:58:13,buy,0.1,eurusd,1.08141,0.0,1.08267,2024-01-30 07:59:59,1.08275,-1.0,0.0,0.0,13.4,158135.83999999933
16731,41496925,2024-01-30 07:01:07,buy,0.1,eurusd,1.08143,0.0,1.08267,2024-01-30 07:59:59,1.08275,-1.0,0.0,0.0,13.2,158148.03999999934
16732,41496975,2024-01-30 07:02:00,buy,0.11,eurusd,1.08131,0.0,1.08267,2024-01-30 07:59:59,1.08275,-1.1,0.0,0.0,15.84,158162.77999999933
16734,41497074,2024-01-30 07:03:06,buy,0.11,eurusd,1.08124,0.0,1.08267,2024-01-30 07:59:59,1.08275,-1.1,0.0,0.0,16.61,158176.2299999993
16742,41497400,2024-01-30 07:12:02,buy,0.12,eurusd,1.08131,0.0,1.08267,2024-01-30 07:59:59,1.08275,-1.2,0.0,0.0,17.28,158179.19999999928
16743,41497464,2024-01-30 07:13:03,buy,0.13,eurusd,1.08129,0.0,1.08267,2024-01-30 07:59:59,1.08275,-1.3,0.0,0.0,18.98,158196.87999999928
