,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
8129,41174921,2023-12-26 12:43:08,sell,0.01,eurusd,1.10093,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.4,140832.63000000012
8130,41174928,2023-12-26 12:44:03,sell,0.01,eurusd,1.10095,0.0,1.10333,2023-12-27 01:19:53,1.10334,-0.1,0.0,0.01,-2.39,140830.1500000001
8131,41174936,2023-12-26 12:45:04,sell,0.01,eurusd,1.10095,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.38,140827.6800000001
8132,41174942,2023-12-26 12:46:07,sell,0.01,eurusd,1.10095,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.38,140825.2100000001
8133,41174949,2023-12-26 12:47:01,sell,0.01,eurusd,1.10112,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.21,140822.9100000001
8134,41174964,2023-12-26 12:51:03,sell,0.01,eurusd,1.1011,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.23,140820.5900000001
8135,41174972,2023-12-26 12:52:01,sell,0.01,eurusd,1.10115,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.18,140818.3200000001
8136,41174984,2023-12-26 12:55:02,sell,0.01,eurusd,1.10118,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.15,140816.0800000001
8137,41174989,2023-12-26 12:56:01,sell,0.01,eurusd,1.10129,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.04,140813.9500000001
8138,41175004,2023-12-26 13:00:01,sell,0.01,eurusd,1.1013,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.1,0.0,0.01,-2.03,140811.8300000001
8139,41175019,2023-12-26 13:04:03,sell,0.02,eurusd,1.10133,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-4.0,140807.6400000001
8140,41175036,2023-12-26 13:09:06,sell,0.02,eurusd,1.10143,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-3.8,140803.65000000008
8141,41175046,2023-12-26 13:11:04,sell,0.02,eurusd,1.10152,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-3.62,140799.84000000008
8142,41175071,2023-12-26 13:20:03,sell,0.02,eurusd,1.10189,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-2.88,140796.7700000001
8143,41175081,2023-12-26 13:21:07,sell,0.02,eurusd,1.10196,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-2.74,140793.84000000008
8144,41175091,2023-12-26 13:23:02,sell,0.02,eurusd,1.10195,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-2.76,140790.8900000001
8145,41175096,2023-12-26 13:24:07,sell,0.02,eurusd,1.10198,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-2.7,140788.00000000012
8146,41175104,2023-12-26 13:25:18,sell,0.02,eurusd,1.10232,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-2.02,140785.7900000001
8164,41175387,2023-12-26 14:26:04,sell,0.02,eurusd,1.10264,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.2,0.0,0.01,-1.38,140799.04000000012
8169,41175464,2023-12-26 14:47:01,sell,0.02,eurusd,1.10268,0.0,1.10333,2023-12-27 01:19:53,1.10334,-0.2,0.0,0.01,-1.32,140799.6600000001
8170,41175494,2023-12-26 14:58:02,sell,0.03,eurusd,1.10267,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.3,0.0,0.02,-1.98,140797.4000000001
8171,41175501,2023-12-26 14:59:02,sell,0.03,eurusd,1.10268,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.3,0.0,0.02,-1.95,140795.1700000001
8172,41175518,2023-12-26 15:04:10,sell,0.03,eurusd,1.10266,0.0,1.10333,2023-12-27 01:19:53,1.10334,-0.3,0.0,0.02,-2.04,140792.8500000001
8173,41175525,2023-12-26 15:05:01,sell,0.03,eurusd,1.10289,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.3,0.0,0.02,-1.32,140791.25000000012
8174,41175531,2023-12-26 15:06:02,sell,0.03,eurusd,1.10314,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.3,0.0,0.02,-0.57,140790.4000000001
8178,41175584,2023-12-26 15:19:01,sell,0.03,eurusd,1.10319,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.3,0.0,0.02,-0.42,140790.6400000001
8183,41175727,2023-12-26 16:14:01,sell,0.03,eurusd,1.10327,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.3,0.0,0.02,-0.18,140793.0700000001
8184,41175764,2023-12-26 16:27:09,sell,0.04,eurusd,1.10335,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.4,0.0,0.02,0.08,140792.7700000001
8188,41175789,2023-12-26 16:30:22,sell,0.04,eurusd,1.10345,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.4,0.0,0.02,0.48,140794.1400000001
8189,41175797,2023-12-26 16:31:04,sell,0.04,eurusd,1.10346,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.4,0.0,0.02,0.52,140794.2800000001
8190,41175804,2023-12-26 16:32:01,sell,0.04,eurusd,1.10345,0.0,1.10333,2023-12-27 01:19:53,1.10334,-0.4,0.0,0.02,0.44,140794.3400000001
8191,41175814,2023-12-26 16:34:01,sell,0.04,eurusd,1.10347,0.0,1.10333,2023-12-27 01:19:53,1.10334,-0.4,0.0,0.02,0.52,140794.4800000001
8192,41175821,2023-12-26 16:35:15,sell,0.05,eurusd,1.1035,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.5,0.0,0.03,0.85,140794.8600000001
8193,41175830,2023-12-26 16:37:05,sell,0.05,eurusd,1.10356,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.5,0.0,0.03,1.15,140795.5400000001
8194,41175843,2023-12-26 16:41:03,sell,0.05,eurusd,1.1037,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.5,0.0,0.03,1.85,140796.9200000001
8195,41175850,2023-12-26 16:42:00,sell,0.05,eurusd,1.10371,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.5,0.0,0.03,1.9,140798.3500000001
8203,41176069,2023-12-26 18:03:01,sell,0.06,eurusd,1.10369,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.6,0.0,0.03,2.16,140803.6100000001
8204,41176078,2023-12-26 18:04:05,sell,0.06,eurusd,1.10385,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.6,0.0,0.03,3.12,140806.1600000001
8208,41176110,2023-12-26 18:09:05,sell,0.06,eurusd,1.10397,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.6,0.0,0.03,3.84,140810.5600000001
8216,41176314,2023-12-26 19:24:10,sell,0.06,eurusd,1.104,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.6,0.0,0.03,4.02,140818.06000000008
8217,41176323,2023-12-26 19:27:00,sell,0.07,eurusd,1.10399,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.7,0.0,0.04,4.62,140822.02000000008
8218,41176334,2023-12-26 19:28:05,sell,0.07,eurusd,1.104,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.7,0.0,0.04,4.69,140826.0500000001
8219,41176361,2023-12-26 19:33:02,sell,0.07,eurusd,1.10404,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.7,0.0,0.04,4.97,140830.3600000001
8220,41176369,2023-12-26 19:34:12,sell,0.08,eurusd,1.10409,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.8,0.0,0.04,6.08,140835.6800000001
8221,41176382,2023-12-26 19:38:04,sell,0.08,eurusd,1.10409,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.8,0.0,0.04,6.08,140841.0000000001
8222,41176392,2023-12-26 19:39:03,sell,0.09,eurusd,1.10426,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.9,0.0,0.05,8.37,140848.5200000001
8225,41176406,2023-12-26 19:40:08,sell,0.09,eurusd,1.10426,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.9,0.0,0.05,8.37,140855.0700000001
8231,41176453,2023-12-26 19:47:11,sell,0.09,eurusd,1.10428,0.0,1.10333,2023-12-27 01:19:53,1.10333,-0.9,0.0,0.05,8.55,140860.90000000008
8232,41176460,2023-12-26 19:48:02,sell,0.1,eurusd,1.10435,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.0,0.0,0.06,10.2,140870.1600000001
8233,41176467,2023-12-26 19:49:07,sell,0.1,eurusd,1.1044,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.0,0.0,0.06,10.7,140879.9200000001
8234,41176472,2023-12-26 19:50:05,sell,0.11,eurusd,1.10447,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.1,0.0,0.06,12.54,140891.4200000001
8235,41176487,2023-12-26 19:53:01,sell,0.11,eurusd,1.10446,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.1,0.0,0.06,12.43,140902.81000000008
8236,41176505,2023-12-26 20:00:05,sell,0.12,eurusd,1.10443,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.2,0.0,0.07,13.2,140914.8800000001
8237,41176512,2023-12-26 20:01:14,sell,0.13,eurusd,1.10448,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.3,0.0,0.07,14.95,140928.6000000001
8238,41176522,2023-12-26 20:03:00,sell,0.13,eurusd,1.10449,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.3,0.0,0.07,15.08,140942.4500000001
8239,41176530,2023-12-26 20:04:02,sell,0.14,eurusd,1.10449,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.4,0.0,0.08,16.24,140957.37000000008
8240,41176537,2023-12-26 20:06:04,sell,0.15,eurusd,1.10449,0.0,1.10333,2023-12-27 01:19:53,1.10333,-1.5,0.0,0.08,17.4,140973.3500000001
