,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
2751,41033346,2023-11-30 14:38:02,sell,0.01,eurusd,1.09033,0.0,1.08988,2023-11-30 14:41:59,1.08982,-0.06,0.0,0.0,0.51,111579.9200000001
2753,41033367,2023-11-30 14:39:02,sell,0.01,eurusd,1.09035,0.0,1.08988,2023-11-30 14:41:59,1.08982,-0.06,0.0,0.0,0.53,111582.6500000001
2755,41033389,2023-11-30 14:41:03,sell,0.01,eurusd,1.09045,0.0,1.08988,2023-11-30 14:41:59,1.08982,-0.06,0.0,0.0,0.63,111585.58000000009
