,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
15985,41458961,2024-01-25 21:53:07,buy,0.01,eurusd,1.08478,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,-0.08,156759.7799999995
15987,41459032,2024-01-25 21:54:01,buy,0.01,eurusd,1.08472,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,-0.02,156771.0299999995
15988,41459072,2024-01-25 21:55:27,buy,0.01,eurusd,1.08472,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,-0.02,156770.8299999995
15989,41459107,2024-01-25 21:56:01,buy,0.01,eurusd,1.08475,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,-0.05,156770.5999999995
15990,41459170,2024-01-25 22:12:03,buy,0.01,eurusd,1.08473,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,-0.03,156770.3899999995
15991,41459214,2024-01-25 22:17:02,buy,0.01,eurusd,1.08464,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,0.06,156770.2699999995
15992,41459249,2024-01-25 22:18:03,buy,0.01,eurusd,1.08458,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,0.12,156770.2099999995
15993,41459288,2024-01-25 22:19:02,buy,0.01,eurusd,1.08453,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,0.17,156770.1999999995
15994,41459392,2024-01-25 23:02:01,buy,0.01,eurusd,1.08441,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,0.29,156770.30999999947
15995,41459427,2024-01-25 23:03:00,buy,0.01,eurusd,1.08432,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.1,0.0,-0.08,0.38,156770.50999999949
15996,41459532,2024-01-25 23:44:01,buy,0.02,eurusd,1.08435,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,-0.16,0.7,156770.84999999948
15998,41459654,2024-01-26 00:09:02,buy,0.02,eurusd,1.08429,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,0.82,156783.93999999948
15999,41459697,2024-01-26 00:10:03,buy,0.02,eurusd,1.08424,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,0.92,156784.65999999948
16000,41459732,2024-01-26 00:13:02,buy,0.02,eurusd,1.08426,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,0.88,156785.3399999995
16001,41459770,2024-01-26 00:14:03,buy,0.02,eurusd,1.08426,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,0.88,156786.0199999995
16002,41459810,2024-01-26 00:15:16,buy,0.02,eurusd,1.08421,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,0.98,156786.7999999995
16003,41459846,2024-01-26 00:16:01,buy,0.02,eurusd,1.08419,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,1.02,156787.6199999995
16004,41459881,2024-01-26 00:17:06,buy,0.02,eurusd,1.08414,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,1.12,156788.53999999948
16005,41459916,2024-01-26 00:18:39,buy,0.02,eurusd,1.0841,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,1.2,156789.53999999948
16006,41459955,2024-01-26 00:19:17,buy,0.02,eurusd,1.0841,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.2,0.0,0.0,1.2,156790.53999999948
16007,41459992,2024-01-26 00:20:09,buy,0.03,eurusd,1.08407,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.3,0.0,0.0,1.89,156792.12999999948
16008,41460027,2024-01-26 00:21:02,buy,0.03,eurusd,1.08405,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.3,0.0,0.0,1.95,156793.77999999947
16009,41460066,2024-01-26 00:22:03,buy,0.03,eurusd,1.08399,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.3,0.0,0.0,2.13,156795.6099999995
16010,41460101,2024-01-26 00:23:03,buy,0.03,eurusd,1.08396,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.3,0.0,0.0,2.22,156797.5299999995
16011,41460138,2024-01-26 00:24:02,buy,0.03,eurusd,1.08391,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.3,0.0,0.0,2.37,156799.59999999948
16012,41460177,2024-01-26 00:25:19,buy,0.03,eurusd,1.08389,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.3,0.0,0.0,2.43,156801.72999999946
16013,41460212,2024-01-26 00:26:07,buy,0.03,eurusd,1.08389,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.3,0.0,0.0,2.43,156803.85999999946
16014,41460255,2024-01-26 00:30:01,buy,0.04,eurusd,1.08387,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.4,0.0,0.0,3.32,156806.77999999947
16015,41460290,2024-01-26 00:31:10,buy,0.04,eurusd,1.08379,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.4,0.0,0.0,3.64,156810.0199999995
16016,41460330,2024-01-26 00:34:04,buy,0.04,eurusd,1.08378,0.0,1.08472,2024-01-26 02:18:59,1.0847,-0.4,0.0,0.0,3.68,156813.29999999946
