,Ticket,Open Time,Type,Volume,Item,Opening Price,S / L,T / P,Close Time,Closing Price,Commission,Taxes,Swap,Profit,Balance
6017,41110920,2023-12-14 12:01:02,buy,0.05,eurusd,1.09364,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,-4.25,122796.79000000023
6019,41110954,2023-12-14 12:02:06,buy,0.05,eurusd,1.09341,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,-3.1,122875.99000000022
6022,41111032,2023-12-14 12:15:05,buy,0.05,eurusd,1.09335,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,-2.8,123045.09000000023
6023,41111045,2023-12-14 12:16:09,buy,0.05,eurusd,1.09307,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,-1.4,123043.39000000022
6024,41111072,2023-12-14 12:22:14,buy,0.05,eurusd,1.09296,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,-0.85,123042.24000000022
6025,41111089,2023-12-14 12:23:10,buy,0.05,eurusd,1.09294,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,-0.75,123041.19000000024
6026,41111107,2023-12-14 12:25:11,buy,0.05,eurusd,1.09278,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,0.05,123040.94000000024
6027,41111130,2023-12-14 12:30:19,buy,0.05,eurusd,1.09266,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,0.65,123041.29000000023
6028,41111145,2023-12-14 12:31:04,buy,0.05,eurusd,1.0926,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,0.95,123041.94000000024
6029,41111181,2023-12-14 12:41:01,buy,0.05,eurusd,1.0926,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.3,0.0,0.0,0.95,123042.59000000023
6030,41111198,2023-12-14 12:42:04,buy,0.1,eurusd,1.09257,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,2.2,123044.19000000024
6031,41111239,2023-12-14 12:56:01,buy,0.1,eurusd,1.09233,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,4.6,123048.19000000024
6032,41111267,2023-12-14 13:00:14,buy,0.1,eurusd,1.09221,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,5.8,123053.39000000023
6033,41111282,2023-12-14 13:01:10,buy,0.1,eurusd,1.09208,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,7.1,123059.89000000022
6034,41111298,2023-12-14 13:02:26,buy,0.1,eurusd,1.092,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,7.9,123067.19000000024
6035,41111317,2023-12-14 13:03:09,buy,0.1,eurusd,1.09186,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,9.3,123075.89000000022
6036,41111367,2023-12-14 13:04:20,buy,0.1,eurusd,1.09174,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,10.5,123085.79000000023
6037,41111384,2023-12-14 13:05:05,buy,0.1,eurusd,1.0917,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,10.9,123096.09000000023
6038,41111417,2023-12-14 13:12:07,buy,0.1,eurusd,1.09143,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,13.6,123109.09000000023
6039,41111433,2023-12-14 13:14:01,buy,0.1,eurusd,1.09122,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.6,0.0,0.0,15.7,123124.19000000024
6042,41111512,2023-12-14 13:17:26,buy,0.15,eurusd,1.0911,0.0,1.09275,2023-12-14 13:19:10,1.09279,-0.9,0.0,0.0,25.35,123153.64000000022
