DateTime,Open,High,Low,Close,Volume
2023-11-01,1.057785,1.058685,1.051695,1.058675,395183
2023-11-02,1.0586799999999998,1.0667650000000002,1.05838,1.06157,300705
2023-11-03,1.06159,1.074675,1.06148,1.07316,293665
2023-11-05,1.07258,1.07336,1.0724,1.0731449999999998,4280
2023-11-06,1.07317,1.07563,1.07163,1.071835,217932
2023-11-07,1.071845,1.0719500000000002,1.066415,1.069575,258210
2023-11-08,1.06957,1.0716100000000002,1.06594,1.07113,240225
2023-11-09,1.07114,1.07255,1.06602,1.0667049999999998,292745
2023-11-10,1.06672,1.06928,1.0656150000000002,1.068675,233880
2023-11-12,1.068525,1.0690650000000002,1.06823,1.0690650000000002,6111
2023-11-13,1.069045,1.07062,1.06651,1.070135,193034
2023-11-14,1.07014,1.0887600000000002,1.069295,1.087785,312571
2023-11-15,1.08778,1.088585,1.083165,1.08542,291964
2023-11-16,1.08543,1.089555,1.08301,1.08531,276402
2023-11-17,1.085315,1.091605,1.08248,1.09159,269317
2023-11-19,1.091285,1.091285,1.09056,1.090565,7365
2023-11-20,1.0905550000000002,1.095185,1.0897549999999998,1.09448,241979
2023-11-21,1.0944850000000002,1.09652,1.09002,1.09171,281730
2023-11-22,1.091715,1.0922999999999998,1.08523,1.0888,304683
2023-11-23,1.08881,1.09307,1.088715,1.090395,168128
2023-11-24,1.0903900000000002,1.09488,1.089505,1.09406,188261
2023-11-26,1.094515,1.09476,1.093855,1.0939800000000002,5028
2023-11-27,1.093985,1.09593,1.092515,1.095915,259117
2023-11-28,1.09591,1.10089,1.093455,1.100405,311004
2023-11-29,1.1004200000000002,1.101725,1.09602,1.0973350000000002,333821
2023-11-30,1.097325,1.098395,1.08795,1.089175,360953
2023-12-01,1.08918,1.091285,1.082885,1.08824,358758
2023-12-03,1.087985,1.089495,1.0878800000000002,1.088585,16084
2023-12-04,1.08859,1.0886749999999998,1.08041,1.08374,323335
2023-12-05,1.083745,1.08475,1.07782,1.079335,355041
2023-12-06,1.07934,1.080475,1.07587,1.076625,284233
2023-12-07,1.076645,1.081765,1.075525,1.07897,369797
2023-12-08,1.0789749999999998,1.08007,1.07238,1.07635,383061
2023-12-10,1.07611,1.076795,1.0758800000000002,1.07653,4184
2023-12-11,1.07654,1.077895,1.0741649999999998,1.076545,247212
2023-12-12,1.07654,1.082815,1.07613,1.079835,294088
2023-12-13,1.07984,1.08966,1.0773199999999998,1.08826,360867
2023-12-14,1.08827,1.100925,1.08792,1.09934,509046
2023-12-15,1.0993499999999998,1.100375,1.088855,1.089415,381902
2023-12-17,1.0899450000000002,1.090025,1.08922,1.089495,6821
2023-12-18,1.08949,1.093125,1.0894,1.09233,262795
2023-12-19,1.0923349999999998,1.098745,1.0914899999999998,1.097935,300814
2023-12-20,1.0979450000000002,1.0979450000000002,1.092985,1.09433,282062
2023-12-21,1.09434,1.10127,1.09353,1.10058,375237
2023-12-22,1.100585,1.10402,1.099395,1.1014050000000002,372668
2023-12-24,1.10159,1.101765,1.10159,1.10176,105
2023-12-25,1.101765,1.10231,1.0994000000000002,1.101885,8526
2023-12-26,1.10189,1.104505,1.10087,1.10424,193786
2023-12-27,1.104235,1.112275,1.102865,1.110825,222658
2023-12-28,1.11082,1.11395,1.10553,1.1067900000000002,289069
2023-12-29,1.106795,1.10844,1.103405,1.103835,313895
2024-01-01,1.10454,1.104595,1.10358,1.1036700000000002,4211
2024-01-02,1.10368,1.1043349999999998,1.093845,1.094175,296774
2024-01-03,1.0941800000000002,1.096545,1.089305,1.092605,345854
2024-01-04,1.09261,1.09722,1.09161,1.0946349999999998,297662
2024-01-05,1.09462,1.0998549999999998,1.087695,1.09422,378187
2024-01-07,1.09462,1.094655,1.093495,1.09416,5148
2024-01-08,1.094135,1.09789,1.09227,1.094985,267152
2024-01-09,1.09498,1.096635,1.09104,1.09319,292455
2024-01-10,1.093165,1.09749,1.09229,1.0974149999999998,273414
2024-01-11,1.097435,1.1000100000000002,1.093035,1.098255,445115
2024-01-12,1.098245,1.0987,1.0936,1.095075,328663
2024-01-14,1.0951499999999998,1.09517,1.094415,1.094525,5987
2024-01-15,1.0945200000000002,1.09676,1.093355,1.09451,214900
2024-01-16,1.0944850000000002,1.0946250000000002,1.08622,1.0878549999999998,421621
2024-01-17,1.08787,1.088615,1.084465,1.088615,363511
2024-01-18,1.088625,1.090685,1.08468,1.08801,387071
2024-01-19,1.088015,1.0898599999999998,1.08657,1.08971,275126
2024-01-21,1.08917,1.0897800000000002,1.088875,1.0892149999999998,5797
2024-01-22,1.08922,1.090955,1.087695,1.08773,248793
2024-01-23,1.087765,1.091625,1.0821649999999998,1.085735,295789
2024-01-24,1.08574,1.09324,1.085155,1.0881150000000002,380302
2024-01-25,1.08812,1.0901999999999998,1.08217,1.084555,386655
2024-01-26,1.084565,1.08859,1.081295,1.085345,306678
2024-01-28,1.084685,1.08495,1.0842,1.08423,12516
2024-01-29,1.084235,1.08501,1.07959,1.08338,233519
2024-01-30,1.0833750000000002,1.085735,1.0812,1.084295,308546
2024-01-31,1.0843,1.088755,1.0795,1.0804049999999998,475131
2024-02-01,1.0804,1.087625,1.077995,1.08744,445995
2024-02-02,1.087425,1.08976,1.078055,1.07866,362732
2024-02-04,1.078675,1.078685,1.076995,1.0779800000000002,11346
2024-02-05,1.077975,1.078615,1.07233,1.07411,286743
2024-02-06,1.074105,1.076245,1.0722649999999998,1.0756800000000002,302428
2024-02-07,1.075695,1.078395,1.0755750000000002,1.0775549999999998,304817
2024-02-08,1.077545,1.078895,1.074165,1.0777800000000002,272833
2024-02-09,1.077775,1.07952,1.0762200000000002,1.07835,278202
2024-02-11,1.078075,1.079835,1.07804,1.079805,12984
2024-02-12,1.0798100000000002,1.080565,1.075595,1.07719,208562
2024-02-13,1.077195,1.079875,1.070055,1.07085,312915
2024-02-14,1.0708449999999998,1.07345,1.069505,1.0732050000000002,270959
2024-02-15,1.07322,1.078485,1.0724749999999998,1.0772750000000002,317555
2024-02-16,1.07728,1.07875,1.0732050000000002,1.07759,274939
2024-02-18,1.077505,1.078515,1.07738,1.078415,4565
2024-02-19,1.078395,1.07895,1.076215,1.0775549999999998,135618
2024-02-20,1.0775450000000002,1.0838899999999998,1.0761699999999998,1.0809950000000002,292188
