DateTime,Open,High,Low,Close,Volume
2023-11-01 00:00:00,1.057785,1.0580699999999998,1.0566550000000001,1.0570599999999999,24993
2023-11-01 04:00:00,1.05705,1.05776,1.055905,1.05647,28896
2023-11-01 08:00:00,1.0564749999999998,1.05682,1.05409,1.0543,48835
2023-11-01 12:00:00,1.0543049999999998,1.057085,1.052165,1.0537299999999998,137773
2023-11-01 16:00:00,1.053725,1.0570650000000001,1.051695,1.0567350000000002,138552
2023-11-01 20:00:00,1.05673,1.058685,1.05673,1.058675,16134
2023-11-02 00:00:00,1.0586799999999998,1.0602200000000002,1.05838,1.0599949999999998,32543
2023-11-02 04:00:00,1.0600049999999999,1.06101,1.05938,1.0603500000000001,31898
2023-11-02 08:00:00,1.06034,1.063895,1.05912,1.0633849999999998,67320
2023-11-02 12:00:00,1.06339,1.0667650000000002,1.0616949999999998,1.0617450000000002,118506
2023-11-02 16:00:00,1.061735,1.063245,1.061055,1.0623200000000002,41398
2023-11-02 20:00:00,1.062315,1.06253,1.0615549999999998,1.0615700000000001,9040
2023-11-03 00:00:00,1.06159,1.06289,1.06148,1.06254,15476
2023-11-03 04:00:00,1.0625499999999999,1.06339,1.06249,1.062935,20277
2023-11-03 08:00:00,1.0629300000000002,1.0652750000000002,1.06199,1.06468,39312
2023-11-03 12:00:00,1.064695,1.07354,1.064545,1.0732249999999999,162856
2023-11-03 16:00:00,1.07322,1.074675,1.07225,1.07248,49472
2023-11-03 20:00:00,1.0724900000000002,1.073275,1.072485,1.0731600000000001,6272
2023-11-04 00:00:00,,,,,0
2023-11-04 04:00:00,,,,,0
2023-11-04 08:00:00,,,,,0
2023-11-04 12:00:00,,,,,0
2023-11-04 16:00:00,,,,,0
2023-11-04 20:00:00,,,,,0
2023-11-05 00:00:00,,,,,0
2023-11-05 04:00:00,,,,,0
2023-11-05 08:00:00,,,,,0
2023-11-05 12:00:00,,,,,0
2023-11-05 16:00:00,,,,,0
2023-11-05 20:00:00,1.0725799999999999,1.07336,1.0724,1.0731449999999998,4280
2023-11-06 00:00:00,1.07317,1.073445,1.0722399999999999,1.073445,24353
2023-11-06 04:00:00,1.0734400000000002,1.0743800000000001,1.0731899999999999,1.07331,23924
2023-11-06 08:00:00,1.073335,1.0756299999999999,1.073165,1.0751499999999998,46500
2023-11-06 12:00:00,1.075145,1.075415,1.0726200000000001,1.0743749999999999,70493
2023-11-06 16:00:00,1.0743800000000001,1.0749300000000002,1.0722200000000002,1.07243,36913
2023-11-06 20:00:00,1.07239,1.072415,1.0716299999999999,1.071835,15749
2023-11-07 00:00:00,1.071845,1.0719500000000002,1.070595,1.070905,23030
2023-11-07 04:00:00,1.07091,1.07117,1.0691899999999999,1.0696949999999998,29623
2023-11-07 08:00:00,1.0696750000000002,1.07064,1.06656,1.0673949999999999,52453
2023-11-07 12:00:00,1.06741,1.068985,1.0664150000000001,1.0685,78627
2023-11-07 16:00:00,1.068495,1.07049,1.06725,1.069525,54756
2023-11-07 20:00:00,1.06952,1.0702099999999999,1.06895,1.069575,19721
2023-11-08 00:00:00,1.0695700000000001,1.069925,1.068645,1.0689950000000001,22530
2023-11-08 04:00:00,1.069,1.0692949999999999,1.067555,1.0680399999999999,25894
2023-11-08 08:00:00,1.0680450000000001,1.068285,1.0659399999999999,1.0677150000000002,52504
2023-11-08 12:00:00,1.06772,1.07078,1.06602,1.0705200000000001,67098
2023-11-08 16:00:00,1.070525,1.0716100000000002,1.07012,1.0702250000000002,53995
2023-11-08 20:00:00,1.07023,1.0711300000000001,1.069995,1.0711300000000001,18204
2023-11-09 00:00:00,1.07114,1.07157,1.0702500000000001,1.0707900000000001,18107
2023-11-09 04:00:00,1.070795,1.0711849999999998,1.0701550000000002,1.070535,23127
2023-11-09 08:00:00,1.0705399999999998,1.07099,1.06805,1.068835,45805
2023-11-09 12:00:00,1.0688300000000002,1.0725500000000001,1.0686650000000002,1.07151,79380
2023-11-09 16:00:00,1.071505,1.07171,1.06602,1.06673,101578
2023-11-09 20:00:00,1.066735,1.067555,1.0662500000000001,1.0667049999999998,24748
2023-11-10 00:00:00,1.0667200000000001,1.067515,1.0663049999999998,1.0670000000000002,21313
2023-11-10 04:00:00,1.067015,1.067205,1.0656150000000002,1.06631,25251
2023-11-10 08:00:00,1.066315,1.068895,1.066315,1.067695,51736
2023-11-10 12:00:00,1.0676999999999999,1.06928,1.066255,1.06699,79746
2023-11-10 16:00:00,1.067005,1.068755,1.066315,1.0679699999999999,45293
2023-11-10 20:00:00,1.067965,1.068755,1.0677150000000002,1.068675,10541
2023-11-11 00:00:00,,,,,0
2023-11-11 04:00:00,,,,,0
2023-11-11 08:00:00,,,,,0
2023-11-11 12:00:00,,,,,0
2023-11-11 16:00:00,,,,,0
2023-11-11 20:00:00,,,,,0
2023-11-12 00:00:00,,,,,0
2023-11-12 04:00:00,,,,,0
2023-11-12 08:00:00,,,,,0
2023-11-12 12:00:00,,,,,0
2023-11-12 16:00:00,,,,,0
2023-11-12 20:00:00,1.068525,1.0690650000000002,1.06823,1.0690650000000002,6111
2023-11-13 00:00:00,1.069045,1.06906,1.0681150000000001,1.068575,18374
2023-11-13 04:00:00,1.06857,1.06975,1.06836,1.069275,19329
2023-11-13 08:00:00,1.069245,1.0701399999999999,1.068505,1.0687250000000001,36905
2023-11-13 12:00:00,1.06873,1.0692849999999998,1.06651,1.06888,66407
2023-11-13 16:00:00,1.0688849999999999,1.07062,1.06853,1.0702099999999999,38093
2023-11-13 20:00:00,1.0702,1.0704349999999998,1.06977,1.070135,13926
2023-11-14 00:00:00,1.0701399999999999,1.07024,1.06947,1.0696599999999998,17184
2023-11-14 04:00:00,1.069655,1.070965,1.0692949999999999,1.0706250000000002,17831
2023-11-14 08:00:00,1.07063,1.0730650000000002,1.06961,1.071945,47515
2023-11-14 12:00:00,1.0719400000000001,1.0842450000000001,1.0706,1.08377,154548
2023-11-14 16:00:00,1.0837400000000001,1.08827,1.08365,1.0881500000000002,59426
2023-11-14 20:00:00,1.088145,1.0887600000000002,1.08743,1.087785,16067
2023-11-15 00:00:00,1.08778,1.0882800000000001,1.0865749999999998,1.088215,31201
2023-11-15 04:00:00,1.0882450000000001,1.0883699999999998,1.08648,1.0872899999999999,32104
2023-11-15 08:00:00,1.0872950000000001,1.08795,1.084395,1.086615,53929
2023-11-15 12:00:00,1.086625,1.0885850000000001,1.083165,1.086515,110360
2023-11-15 16:00:00,1.08653,1.0868799999999998,1.0841150000000002,1.08463,48430
2023-11-15 20:00:00,1.084635,1.0854300000000001,1.0842450000000001,1.08542,15940
2023-11-16 00:00:00,1.0854300000000001,1.085585,1.08301,1.0832549999999999,28724
2023-11-16 04:00:00,1.08327,1.0846,1.083225,1.084095,21512
2023-11-16 08:00:00,1.084085,1.0860850000000002,1.0838450000000002,1.0852300000000001,44513
2023-11-16 12:00:00,1.0852249999999999,1.089555,1.0839150000000002,1.087825,107294
2023-11-16 16:00:00,1.0878299999999999,1.08829,1.084645,1.085575,53256
2023-11-16 20:00:00,1.08558,1.085815,1.0845,1.08531,21103
2023-11-17 00:00:00,1.085315,1.085715,1.0848849999999999,1.0854050000000002,22411
