Ticket,Open Time,Type,Volume,Item,Price,S / L,T / P,Close Time,Price,Commission,Taxes,Swap,Profit
41159275,2023.12.22 08:11:07,buy,0.05,eurusd,1.10085,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,1
41159280,2023.12.22 08:11:08,sell,0.1,eurusd,1.10083,0,1.10004,2023.12.22 08:25:49,1.10003,-0.6,0,0,8
41159305,2023.12.22 08:12:01,buy,0.05,eurusd,1.10087,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,0.9
41159310,2023.12.22 08:12:02,sell,0.1,eurusd,1.10086,0,1.10004,2023.12.22 08:25:49,1.10003,-0.6,0,0,8.3
41159337,2023.12.22 08:13:01,buy,0.05,eurusd,1.1008,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,1.25
41159351,2023.12.22 08:14:01,buy,0.05,eurusd,1.1007,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,1.75
41159370,2023.12.22 08:15:11,buy,0.05,eurusd,1.10061,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,2.2
41159383,2023.12.22 08:16:01,buy,0.05,eurusd,1.10059,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,2.3
41159403,2023.12.22 08:18:01,sell,0.1,eurusd,1.10095,0,1.10004,2023.12.22 08:25:49,1.10003,-0.6,0,0,9.2
41159419,2023.12.22 08:19:03,sell,0.1,eurusd,1.10097,0,1.10004,2023.12.22 08:25:49,1.10003,-0.6,0,0,9.4
41159443,2023.12.22 08:23:02,buy,0.05,eurusd,1.10058,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,2.35
41159459,2023.12.22 08:24:05,buy,0.05,eurusd,1.10021,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,4.2
41159475,2023.12.22 08:26:03,buy,0.05,eurusd,1.10015,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,4.5
41159497,2023.12.22 08:29:03,buy,0.05,eurusd,1.10008,0,1.10103,2023.12.22 09:02:12,1.10105,-0.3,0,0,4.85
41159549,2023.12.22 08:47:05,buy,0.1,eurusd,1.10001,0,1.10103,2023.12.22 09:02:12,1.10105,-0.6,0,0,10.4
41159567,2023.12.22 08:49:03,sell,0.05,eurusd,1.10015,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-9.1
41159581,2023.12.22 08:50:01,sell,0.05,eurusd,1.10025,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-8.6
41159599,2023.12.22 08:51:03,sell,0.05,eurusd,1.10054,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-7.15
41159615,2023.12.22 08:52:01,sell,0.05,eurusd,1.10064,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-6.65
41159645,2023.12.22 08:58:03,sell,0.05,eurusd,1.10071,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-6.3
41159659,2023.12.22 08:59:01,sell,0.05,eurusd,1.10076,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-6.05
41159676,2023.12.22 09:01:00,sell,0.05,eurusd,1.10089,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-5.4
41159692,2023.12.22 09:02:01,sell,0.05,eurusd,1.10093,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-5.2
41159712,2023.12.22 09:03:04,sell,0.05,eurusd,1.1013,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-3.35
41159726,2023.12.22 09:03:05,buy,0.05,eurusd,1.10131,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,-0.1
41159740,2023.12.22 09:04:02,buy,0.05,eurusd,1.10116,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,0.65
41159762,2023.12.22 09:07:11,sell,0.05,eurusd,1.10134,0,1.10197,2023.12.22 12:54:59,1.10197,-0.3,0,0,-3.15
41159781,2023.12.22 09:09:02,buy,0.05,eurusd,1.1011,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,0.95
41159799,2023.12.22 09:10:13,buy,0.05,eurusd,1.10101,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,1.4
41159813,2023.12.22 09:11:06,buy,0.05,eurusd,1.10096,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,1.65
41159829,2023.12.22 09:12:01,buy,0.05,eurusd,1.10079,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,2.5
41159871,2023.12.22 09:19:03,buy,0.05,eurusd,1.10073,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,2.8
41159887,2023.12.22 09:20:08,buy,0.05,eurusd,1.10068,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,3.05
41159911,2023.12.22 09:26:01,buy,0.05,eurusd,1.10068,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,3.05
41159934,2023.12.22 09:28:02,buy,0.05,eurusd,1.10066,0,1.10127,2023.12.22 10:22:38,1.10129,-0.3,0,0,3.15
41159950,2023.12.22 09:29:10,buy,0.1,eurusd,1.10062,0,1.10127,2023.12.22 10:22:38,1.10129,-0.6,0,0,6.7
41160013,2023.12.22 09:52:07,buy,0.1,eurusd,1.10056,0,1.10127,2023.12.22 10:22:38,1.10129,-0.6,0,0,7.3
41160029,2023.12.22 09:53:11,buy,0.1,eurusd,1.10053,0,1.10127,2023.12.22 10:22:38,1.10129,-0.6,0,0,7.6
41160044,2023.12.22 09:54:02,buy,0.1,eurusd,1.10052,0,1.10127,2023.12.22 10:22:38,1.10129,-0.6,0,0,7.7
41160060,2023.12.22 09:55:16,buy,0.1,eurusd,1.10032,0,1.10127,2023.12.22 10:22:38,1.10129,-0.6,0,0,9.7
41160084,2023.12.22 09:59:02,buy,0.1,eurusd,1.10033,0,1.10127,2023.12.22 10:22:38,1.10129,-0.6,0,0,9.6
41160158,2023.12.22 10:23:02,buy,0.05,eurusd,1.10125,0,1.10186,2023.12.22 10:26:20,1.10194,-0.3,0,0,3.45
41160175,2023.12.22 10:26:02,sell,0.1,eurusd,1.10146,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,-5.1
41160193,2023.12.22 10:27:00,sell,0.1,eurusd,1.10203,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,0.6
41160207,2023.12.22 10:27:01,buy,0.05,eurusd,1.10206,0,1.10248,2023.12.22 11:24:48,1.10249,-0.3,0,0,2.15
41160227,2023.12.22 10:28:06,buy,0.05,eurusd,1.10188,0,1.10248,2023.12.22 11:24:48,1.10249,-0.3,0,0,3.05
41160243,2023.12.22 10:30:09,buy,0.05,eurusd,1.10175,0,1.10248,2023.12.22 11:24:48,1.10249,-0.3,0,0,3.7
41160261,2023.12.22 10:32:07,sell,0.1,eurusd,1.10208,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,1.1
41160366,2023.12.22 11:12:02,sell,0.1,eurusd,1.10222,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,2.5
41160386,2023.12.22 11:14:05,sell,0.1,eurusd,1.10221,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,2.4
41160403,2023.12.22 11:15:08,sell,0.1,eurusd,1.10241,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,4.4
41160437,2023.12.22 11:24:06,sell,0.1,eurusd,1.1024,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,4.3
41160453,2023.12.22 11:25:27,sell,0.1,eurusd,1.10247,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,5
41160467,2023.12.22 11:26:00,buy,0.05,eurusd,1.10251,0,1.10305,2023.12.22 12:09:05,1.10311,-0.3,0,0,3
41160481,2023.12.22 11:26:01,sell,0.1,eurusd,1.1025,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,5.3
41160501,2023.12.22 11:27:08,sell,0.1,eurusd,1.10267,0,1.10197,2023.12.22 12:54:59,1.10197,-0.6,0,0,7
41160550,2023.12.22 11:31:09,sell,0.15,eurusd,1.10285,0,1.10197,2023.12.22 12:54:59,1.10197,-0.9,0,0,13.2
41160566,2023.12.22 11:32:00,sell,0.15,eurusd,1.10289,0,1.10197,2023.12.22 12:54:59,1.10197,-0.9,0,0,13.8
41160588,2023.12.22 11:34:03,sell,0.15,eurusd,1.10288,0,1.10197,2023.12.22 12:54:59,1.10197,-0.9,0,0,13.65
41160602,2023.12.22 11:35:00,sell,0.15,eurusd,1.10289,0,1.10197,2023.12.22 12:54:59,1.10197,-0.9,0,0,13.8
41160656,2023.12.22 11:54:01,buy,0.05,eurusd,1.10245,0,1.10305,2023.12.22 12:09:05,1.10311,-0.3,0,0,3.3
41160672,2023.12.22 11:55:02,buy,0.05,eurusd,1.10245,0,1.10305,2023.12.22 12:09:05,1.10311,-0.3,0,0,3.3
41160709,2023.12.22 12:03:08,sell,0.15,eurusd,1.10293,0,1.10197,2023.12.22 12:54:59,1.10197,-0.9,0,0,14.4
41160732,2023.12.22 12:08:11,sell,0.15,eurusd,1.10295,0,1.10197,2023.12.22 12:54:59,1.10197,-0.9,0,0,14.7
41160748,2023.12.22 12:09:01,sell,0.15,eurusd,1.10303,0,1.10197,2023.12.22 12:54:59,1.10197,-0.9,0,0,15.9
41160768,2023.12.22 12:10:22,buy,0.05,eurusd,1.1029,0,1.10335,2023.12.22 12:26:15,1.10336,-0.3,0,0,2.3
41160787,2023.12.22 12:13:02,sell,0.2,eurusd,1.10305,0,1.10197,2023.12.22 12:54:59,1.10197,-1.2,0,0,21.6
41160801,2023.12.22 12:14:00,buy,0.05,eurusd,1.10289,0,1.10335,2023.12.22 12:26:15,1.10336,-0.3,0,0,2.35
41160818,2023.12.22 12:15:01,buy,0.05,eurusd,1.10273,0,1.10335,2023.12.22 12:26:15,1.10336,-0.3,0,0,3.15
41160842,2023.12.22 12:18:04,buy,0.05,eurusd,1.1027,0,1.10335,2023.12.22 12:26:15,1.10335,-0.3,0,0,3.25
41160857,2023.12.22 12:20:08,buy,0.05,eurusd,1.10264,0,1.10335,2023.12.22 12:26:15,1.10335,-0.3,0,0,3.55
41160882,2023.12.22 12:25:02,sell,0.2,eurusd,1.1032,0,1.10197,2023.12.22 12:54:59,1.10197,-1.2,0,0,24.6
41160895,2023.12.22 12:26:01,sell,0.2,eurusd,1.10319,0,1.10197,2023.12.22 12:54:59,1.10197,-1.2,0,0,24.4
41160917,2023.12.22 12:27:19,sell,0.2,eurusd,1.10363,0,1.10197,2023.12.22 12:54:59,1.10197,-1.2,0,0,33.2
41160922,2023.12.22 12:27:20,buy,0.05,eurusd,1.10365,0,1.10267,2023.12.22 13:53:05,1.1027,-0.3,0,0,-4.75
41160945,2023.12.22 12:28:00,buy,0.05,eurusd,1.10352,0,1.10267,2023.12.22 13:53:05,1.1027,-0.3,0,0,-4.1
41160962,2023.12.22 12:29:04,buy,0.05,eurusd,1.10335,0,1.10267,2023.12.22 13:53:05,1.1027,-0.3,0,0,-3.25
41160978,2023.12.22 12:30:13,buy,0.05,eurusd,1.10333,0,1.10267,2023.12.22 13:53:05,1.1027,-0.3,0,0,-3.15
41160997,2023.12.22 12:32:05,buy,0.05,eurusd,1.1033,0,1.10267,2023.12.22 13:53:05,1.1027,-0.3,0,0,-3
41161015,2023.12.22 12:33:04,buy,0.05,eurusd,1.10317,0,1.10267,2023.12.22 13:53:05,1.10267,-0.3,0,0,-2.5
41161032,2023.12.22 12:34:03,buy,0.05,eurusd,1.10298,0,1.10267,2023.12.22 13:53:05,1.10267,-0.3,0,0,-1.55
