Ticket,Open Time,Type,Volume,Item,Price,S / L,T / P,Close Time,Price,Commission,Taxes,Swap,Profit
41053531,2023.12.04 21:06:01,sell,0.09,eurusd,1.0836,0,1.08331,2023.12.05 06:51:31,1.08328,-0.54,0,-0.02,2.88
41053542,2023.12.04 21:07:06,sell,0.09,eurusd,1.08362,0,1.08331,2023.12.05 06:51:31,1.08328,-0.54,0,-0.02,3.06
41053551,2023.12.04 21:08:10,sell,0.09,eurusd,1.08361,0,1.08331,2023.12.05 06:51:31,1.08328,-0.54,0,-0.02,2.97
41053588,2023.12.04 21:19:00,sell,0.1,eurusd,1.08361,0,1.08331,2023.12.05 06:51:31,1.08328,-0.6,0,-0.02,3.3
41053605,2023.12.04 21:21:02,sell,0.1,eurusd,1.08369,0,1.08331,2023.12.05 06:51:31,1.08328,-0.6,0,-0.02,4.1
41053923,2023.12.04 23:43:02,sell,0.11,eurusd,1.08372,0,1.08331,2023.12.05 06:51:31,1.08328,-0.66,0,-0.02,4.84
41053959,2023.12.04 23:54:14,sell,0.11,eurusd,1.08373,0,1.08331,2023.12.05 06:51:31,1.08328,-0.66,0,-0.02,4.95
41053979,2023.12.04 23:55:18,sell,0.12,eurusd,1.08377,0,1.08331,2023.12.05 06:51:31,1.08328,-0.72,0,-0.02,5.88
41053993,2023.12.04 23:56:05,sell,0.13,eurusd,1.08377,0,1.08331,2023.12.05 06:51:31,1.08328,-0.78,0,-0.02,6.37
41054025,2023.12.05 00:01:04,sell,0.13,eurusd,1.08378,0,1.08331,2023.12.05 06:51:31,1.08328,-0.78,0,0,6.5
41054047,2023.12.05 00:05:07,sell,0.14,eurusd,1.08377,0,1.08331,2023.12.05 06:51:31,1.08328,-0.84,0,0,6.86
41054059,2023.12.05 00:06:11,sell,0.15,eurusd,1.08383,0,1.08331,2023.12.05 06:51:31,1.08328,-0.9,0,0,8.25
41054070,2023.12.05 00:07:12,sell,0.15,eurusd,1.08386,0,1.08331,2023.12.05 06:51:31,1.08328,-0.9,0,0,8.7
41054081,2023.12.05 00:08:06,sell,0.16,eurusd,1.08389,0,1.08331,2023.12.05 06:51:31,1.08328,-0.96,0,0,9.76
41054107,2023.12.05 00:11:11,sell,0.17,eurusd,1.08393,0,1.08331,2023.12.05 06:51:31,1.08328,-1.02,0,0,11.05
41054117,2023.12.05 00:12:45,sell,0.18,eurusd,1.08394,0,1.08331,2023.12.05 06:51:31,1.08328,-1.08,0,0,11.88
41054138,2023.12.05 00:17:08,sell,0.19,eurusd,1.08396,0,1.08331,2023.12.05 06:51:31,1.08328,-1.14,0,0,12.92
41054149,2023.12.05 00:19:03,buy,0.01,eurusd,1.08406,0,1.08458,2023.12.05 00:39:15,1.0846,-0.06,0,0,0.54
41054158,2023.12.05 00:19:04,sell,0.2,eurusd,1.08403,0,1.08331,2023.12.05 06:51:31,1.08328,-1.2,0,0,15
41054169,2023.12.05 00:20:06,buy,0.01,eurusd,1.08405,0,1.08458,2023.12.05 00:39:15,1.0846,-0.06,0,0,0.55
41054180,2023.12.05 00:21:01,buy,0.01,eurusd,1.08397,0,1.08458,2023.12.05 00:39:15,1.0846,-0.06,0,0,0.63
41054193,2023.12.05 00:22:02,buy,0.01,eurusd,1.08385,0,1.08458,2023.12.05 00:39:15,1.0846,-0.06,0,0,0.75
41054238,2023.12.05 00:33:03,sell,0.21,eurusd,1.08406,0,1.08331,2023.12.05 06:51:31,1.08328,-1.26,0,0,16.38
41054255,2023.12.05 00:36:17,sell,0.22,eurusd,1.08414,0,1.08331,2023.12.05 06:51:31,1.08328,-1.32,0,0,18.92
41054267,2023.12.05 00:37:51,sell,0.23,eurusd,1.08433,0,1.08331,2023.12.05 06:51:31,1.08328,-1.38,0,0,24.15
41054278,2023.12.05 00:38:43,sell,0.24,eurusd,1.08434,0,1.08331,2023.12.05 06:51:31,1.08328,-1.44,0,0,25.44
41054292,2023.12.05 00:39:43,sell,0.25,eurusd,1.08453,0,1.08331,2023.12.05 06:51:31,1.08328,-1.5,0,0,31.25
41054301,2023.12.05 00:40:23,buy,0.01,eurusd,1.08434,0,1.08437,2023.12.05 04:39:46,1.08434,-0.06,0,0,0
41054314,2023.12.05 00:41:12,buy,0.01,eurusd,1.0843,0,1.08437,2023.12.05 04:39:46,1.08434,-0.06,0,0,0.04
41054349,2023.12.05 00:52:02,buy,0.01,eurusd,1.08428,0,1.08437,2023.12.05 04:39:47,1.08435,-0.06,0,0,0.07
41054380,2023.12.05 01:03:02,buy,0.01,eurusd,1.08422,0,1.08437,2023.12.05 04:39:47,1.08435,-0.06,0,0,0.13
41054399,2023.12.05 01:06:07,buy,0.01,eurusd,1.08419,0,1.08437,2023.12.05 04:39:48,1.08436,-0.06,0,0,0.17
41054422,2023.12.05 01:11:01,buy,0.01,eurusd,1.08408,0,1.08437,2023.12.05 04:39:48,1.08437,-0.06,0,0,0.29
41054433,2023.12.05 01:12:02,buy,0.01,eurusd,1.08406,0,1.08437,2023.12.05 04:39:48,1.08437,-0.06,0,0,0.31
41054442,2023.12.05 01:13:01,buy,0.01,eurusd,1.08386,0,1.08437,2023.12.05 04:39:48,1.08437,-0.06,0,0,0.51
41054461,2023.12.05 01:16:02,buy,0.01,eurusd,1.08366,0,1.08437,2023.12.05 04:39:48,1.08437,-0.06,0,0,0.71
41054472,2023.12.05 01:18:01,buy,0.01,eurusd,1.08365,0,1.08437,2023.12.05 04:39:48,1.08437,-0.06,0,0,0.72
41054483,2023.12.05 01:19:02,buy,0.02,eurusd,1.08359,0,1.08437,2023.12.05 04:39:48,1.08437,-0.12,0,0,1.56
41054519,2023.12.05 01:31:05,buy,0.02,eurusd,1.08353,0,1.08437,2023.12.05 04:39:48,1.08437,-0.12,0,0,1.68
41054529,2023.12.05 01:32:02,buy,0.02,eurusd,1.08355,0,1.08437,2023.12.05 04:39:48,1.08437,-0.12,0,0,1.64
41054548,2023.12.05 01:36:01,buy,0.02,eurusd,1.08353,0,1.08437,2023.12.05 04:39:48,1.08437,-0.12,0,0,1.68
41054557,2023.12.05 01:37:01,buy,0.02,eurusd,1.0835,0,1.08437,2023.12.05 04:39:48,1.08437,-0.12,0,0,1.74
41054568,2023.12.05 01:38:02,buy,0.02,eurusd,1.08349,0,1.08437,2023.12.05 04:39:48,1.08437,-0.12,0,0,1.76
41054999,2023.12.05 04:40:01,buy,0.01,eurusd,1.08442,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.64
41055016,2023.12.05 04:44:02,buy,0.01,eurusd,1.08436,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.58
41055029,2023.12.05 04:45:19,buy,0.01,eurusd,1.08433,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.55
41055040,2023.12.05 04:46:02,buy,0.01,eurusd,1.08423,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.45
41055049,2023.12.05 04:47:01,buy,0.01,eurusd,1.08424,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.46
41055127,2023.12.05 05:16:01,buy,0.01,eurusd,1.08422,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.44
41055136,2023.12.05 05:17:03,buy,0.01,eurusd,1.08419,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.41
41055153,2023.12.05 05:21:01,buy,0.01,eurusd,1.08414,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.36
41055166,2023.12.05 05:22:02,buy,0.01,eurusd,1.0841,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.32
41055176,2023.12.05 05:23:05,buy,0.01,eurusd,1.08406,0,1.08278,2023.12.05 08:49:00,1.08278,-0.06,0,0,-1.28
41055191,2023.12.05 05:25:11,buy,0.02,eurusd,1.084,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-2.44
41055259,2023.12.05 05:48:20,sell,0.26,eurusd,1.0846,0,1.08331,2023.12.05 06:51:31,1.08328,-1.56,0,0,34.32
41055270,2023.12.05 05:50:20,sell,0.28,eurusd,1.08466,0,1.08331,2023.12.05 06:51:31,1.08328,-1.68,0,0,38.64
41055299,2023.12.05 05:59:02,sell,0.29,eurusd,1.08465,0,1.08331,2023.12.05 06:51:31,1.08328,-1.74,0,0,39.73
41055364,2023.12.05 06:24:02,buy,0.02,eurusd,1.08399,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-2.42
41055373,2023.12.05 06:25:01,buy,0.02,eurusd,1.08402,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-2.48
41055386,2023.12.05 06:26:04,buy,0.02,eurusd,1.08382,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-2.08
41055403,2023.12.05 06:30:06,buy,0.02,eurusd,1.08372,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-1.88
41055416,2023.12.05 06:31:07,buy,0.02,eurusd,1.0836,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-1.64
41055426,2023.12.05 06:32:02,buy,0.02,eurusd,1.08339,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-1.22
41055472,2023.12.05 06:49:01,buy,0.02,eurusd,1.08339,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-1.22
41055485,2023.12.05 06:51:01,buy,0.02,eurusd,1.08337,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-1.18
41055499,2023.12.05 06:52:06,buy,0.02,eurusd,1.08327,0,1.08278,2023.12.05 08:49:00,1.08278,-0.12,0,0,-0.98
41055516,2023.12.05 06:57:00,sell,0.01,eurusd,1.08324,0,1.08279,2023.12.05 07:05:18,1.08279,-0.06,0,0,0.45
41055529,2023.12.05 06:58:04,sell,0.01,eurusd,1.08328,0,1.08279,2023.12.05 07:05:18,1.08279,-0.06,0,0,0.49
41055540,2023.12.05 06:59:01,buy,0.03,eurusd,1.0833,0,1.08278,2023.12.05 08:49:00,1.08278,-0.18,0,0,-1.56
41055551,2023.12.05 07:00:01,sell,0.01,eurusd,1.08332,0,1.08279,2023.12.05 07:05:18,1.08279,-0.06,0,0,0.53
41055562,2023.12.05 07:01:01,buy,0.03,eurusd,1.08316,0,1.08278,2023.12.05 08:49:00,1.08278,-0.18,0,0,-1.14
41055573,2023.12.05 07:02:03,buy,0.03,eurusd,1.08306,0,1.08278,2023.12.05 08:49:00,1.08278,-0.18,0,0,-0.84
41055584,2023.12.05 07:03:03,buy,0.03,eurusd,1.083,0,1.08278,2023.12.05 08:49:00,1.08278,-0.18,0,0,-0.66
41055597,2023.12.05 07:04:12,buy,0.03,eurusd,1.08284,0,1.08278,2023.12.05 08:49:00,1.08278,-0.18,0,0,-0.18
41055610,2023.12.05 07:06:08,buy,0.03,eurusd,1.08274,0,1.08278,2023.12.05 08:49:00,1.08278,-0.18,0,0,0.12
41055612,2023.12.05 07:06:09,sell,0.01,eurusd,1.08272,0,1.08223,2023.12.05 07:12:20,1.08223,-0.06,0,0,0.49
41055628,2023.12.05 07:07:01,buy,0.03,eurusd,1.08263,0,1.08278,2023.12.05 08:49:00,1.08278,-0.18,0,0,0.45
41055651,2023.12.05 07:11:02,buy,0.04,eurusd,1.0826,0,1.08278,2023.12.05 08:49:00,1.08278,-0.24,0,0,0.72
41055662,2023.12.05 07:12:04,buy,0.04,eurusd,1.08227,0,1.08278,2023.12.05 08:49:00,1.08278,-0.24,0,0,2.04
41055672,2023.12.05 07:13:01,buy,0.04,eurusd,1.08225,0,1.08278,2023.12.05 08:49:00,1.08278,-0.24,0,0,2.12
41055694,2023.12.05 07:17:10,sell,0.01,eurusd,1.08206,0,1.08157,2023.12.05 07:23:04,1.08157,-0.06,0,0,0.49
41055703,2023.12.05 07:17:11,buy,0.04,eurusd,1.08208,0,1.08278,2023.12.05 08:49:00,1.08278,-0.24,0,0,2.8
41055712,2023.12.05 07:18:01,buy,0.04,eurusd,1.08203,0,1.08278,2023.12.05 08:49:00,1.08278,-0.24,0,0,3
41055725,2023.12.05 07:19:05,buy,0.05,eurusd,1.08197,0,1.08278,2023.12.05 08:49:00,1.08278,-0.3,0,0,4.05
41055736,2023.12.05 07:21:01,sell,0.01,eurusd,1.0821,0,1.08157,2023.12.05 07:23:04,1.08157,-0.06,0,0,0.53
41055750,2023.12.05 07:22:01,buy,0.05,eurusd,1.08182,0,1.08278,2023.12.05 08:49:00,1.08278,-0.3,0,0,4.8
41055771,2023.12.05 07:23:09,buy,0.05,eurusd,1.08155,0,1.08278,2023.12.05 08:49:00,1.08278,-0.3,0,0,6.15
41055786,2023.12.05 07:27:01,sell,0.01,eurusd,1.08165,0,1.08115,2023.12.05 07:28:06,1.08114,-0.06,0,0,0.51
41055800,2023.12.05 07:28:05,buy,0.05,eurusd,1.08127,0,1.08278,2023.12.05 08:49:00,1.08278,-0.3,0,0,7.55
41055813,2023.12.05 07:29:15,sell,0.01,eurusd,1.08115,0,1.08065,2023.12.05 07:30:24,1.08064,-0.06,0,0,0.51
41055822,2023.12.05 07:29:16,buy,0.06,eurusd,1.08114,0,1.08278,2023.12.05 08:49:00,1.08278,-0.36,0,0,9.84
41055831,2023.12.05 07:30:38,buy,0.06,eurusd,1.08065,0,1.08278,2023.12.05 08:49:00,1.08278,-0.36,0,0,12.78
41055848,2023.12.05 07:33:05,sell,0.01,eurusd,1.08119,0,1.08068,2023.12.05 07:40:06,1.08068,-0.06,0,0,0.51
41055863,2023.12.05 07:36:02,sell,0.01,eurusd,1.0812,0,1.08068,2023.12.05 07:40:06,1.08068,-0.06,0,0,0.52
41055897,2023.12.05 07:47:04,sell,0.01,eurusd,1.08055,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-2.05
41055906,2023.12.05 07:47:04,buy,0.06,eurusd,1.08057,0,1.08278,2023.12.05 08:49:00,1.08278,-0.36,0,0,13.26
41055918,2023.12.05 07:48:05,sell,0.01,eurusd,1.08088,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-1.72
41055937,2023.12.05 07:51:05,buy,0.06,eurusd,1.08058,0,1.08278,2023.12.05 08:49:00,1.08278,-0.36,0,0,13.2
41055946,2023.12.05 07:52:11,buy,0.07,eurusd,1.08056,0,1.08278,2023.12.05 08:49:00,1.08278,-0.42,0,0,15.54
41055959,2023.12.05 07:55:01,buy,0.07,eurusd,1.08053,0,1.08278,2023.12.05 08:49:00,1.08278,-0.42,0,0,15.75
41055987,2023.12.05 08:01:01,sell,0.01,eurusd,1.08089,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-1.71
41055998,2023.12.05 08:02:07,sell,0.01,eurusd,1.08094,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-1.66
41056010,2023.12.05 08:03:05,sell,0.01,eurusd,1.08114,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-1.46
41056024,2023.12.05 08:05:14,sell,0.01,eurusd,1.08121,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-1.39
41056047,2023.12.05 08:10:13,sell,0.01,eurusd,1.08134,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-1.26
41056077,2023.12.05 08:19:10,sell,0.01,eurusd,1.08157,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-1.03
41056098,2023.12.05 08:24:02,sell,0.01,eurusd,1.08161,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-0.99
41056108,2023.12.05 08:25:04,sell,0.01,eurusd,1.08164,0,1.0826,2023.12.05 11:30:18,1.0826,-0.06,0,0,-0.96
41056120,2023.12.05 08:26:03,sell,0.02,eurusd,1.08163,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-1.94
41056133,2023.12.05 08:27:04,sell,0.02,eurusd,1.08174,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-1.72
41056155,2023.12.05 08:31:08,sell,0.02,eurusd,1.08176,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-1.68
41056170,2023.12.05 08:34:07,sell,0.02,eurusd,1.08205,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-1.1
41056181,2023.12.05 08:35:19,sell,0.02,eurusd,1.08215,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-0.9
41056194,2023.12.05 08:37:21,sell,0.02,eurusd,1.08221,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-0.78
41056203,2023.12.05 08:38:10,sell,0.02,eurusd,1.08224,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-0.72
41056218,2023.12.05 08:39:19,sell,0.02,eurusd,1.08242,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-0.36
41056244,2023.12.05 08:46:01,sell,0.02,eurusd,1.08247,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-0.26
41056253,2023.12.05 08:47:01,sell,0.02,eurusd,1.08255,0,1.0826,2023.12.05 11:30:18,1.0826,-0.12,0,0,-0.1
41056268,2023.12.05 08:49:13,sell,0.03,eurusd,1.08286,0,1.0826,2023.12.05 11:30:18,1.0826,-0.18,0,0,0.78
41056277,2023.12.05 08:49:13,buy,0.01,eurusd,1.08287,0,1.08343,2023.12.05 08:59:49,1.08344,-0.06,0,0,0.57
41056287,2023.12.05 08:50:03,buy,0.01,eurusd,1.08282,0,1.08343,2023.12.05 08:59:49,1.08344,-0.06,0,0,0.62
41056298,2023.12.05 08:51:02,buy,0.01,eurusd,1.08286,0,1.08343,2023.12.05 08:59:49,1.08344,-0.06,0,0,0.58
41056311,2023.12.05 08:52:01,sell,0.03,eurusd,1.08295,0,1.0826,2023.12.05 11:30:18,1.0826,-0.18,0,0,1.05
41056320,2023.12.05 08:53:03,sell,0.03,eurusd,1.083,0,1.0826,2023.12.05 11:30:18,1.0826,-0.18,0,0,1.2
41056333,2023.12.05 08:54:01,sell,0.03,eurusd,1.08308,0,1.0826,2023.12.05 11:30:18,1.0826,-0.18,0,0,1.44
41056350,2023.12.05 08:58:02,sell,0.03,eurusd,1.08315,0,1.0826,2023.12.05 11:30:18,1.0826,-0.18,0,0,1.65
41056361,2023.12.05 08:59:01,sell,0.03,eurusd,1.08324,0,1.0826,2023.12.05 11:30:18,1.0826,-0.18,0,0,1.92
41056372,2023.12.05 09:00:05,buy,0.01,eurusd,1.08346,0,1.08393,2023.12.05 09:24:37,1.08394,-0.06,0,0,0.48
41056381,2023.12.05 09:00:05,sell,0.03,eurusd,1.08344,0,1.0826,2023.12.05 11:30:18,1.0826,-0.18,0,0,2.52
41056394,2023.12.05 09:01:33,sell,0.04,eurusd,1.08365,0,1.0826,2023.12.05 11:30:18,1.0826,-0.24,0,0,4.2
41056403,2023.12.05 09:02:02,sell,0.04,eurusd,1.08367,0,1.0826,2023.12.05 11:30:18,1.0826,-0.24,0,0,4.28
41056416,2023.12.05 09:03:08,buy,0.01,eurusd,1.0834,0,1.08393,2023.12.05 09:24:37,1.08394,-0.06,0,0,0.54
41056428,2023.12.05 09:05:02,buy,0.01,eurusd,1.08331,0,1.08393,2023.12.05 09:24:37,1.08394,-0.06,0,0,0.63
41056441,2023.12.05 09:07:01,buy,0.01,eurusd,1.08325,0,1.08393,2023.12.05 09:24:37,1.08394,-0.06,0,0,0.69
41056461,2023.12.05 09:10:10,buy,0.01,eurusd,1.08323,0,1.08393,2023.12.05 09:24:37,1.08394,-0.06,0,0,0.71
41056479,2023.12.05 09:14:01,sell,0.04,eurusd,1.0837,0,1.0826,2023.12.05 11:30:18,1.0826,-0.24,0,0,4.4
41056496,2023.12.05 09:18:01,sell,0.04,eurusd,1.08383,0,1.0826,2023.12.05 11:30:18,1.0826,-0.24,0,0,4.92
41056515,2023.12.05 09:21:06,sell,0.04,eurusd,1.08386,0,1.0826,2023.12.05 11:30:18,1.0826,-0.24,0,0,5.04
41056531,2023.12.05 09:25:05,buy,0.01,eurusd,1.08401,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,-0.05
41056540,2023.12.05 09:25:06,sell,0.05,eurusd,1.08397,0,1.0826,2023.12.05 11:30:18,1.0826,-0.3,0,0,6.85
41056551,2023.12.05 09:26:00,buy,0.01,eurusd,1.08382,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.14
41056562,2023.12.05 09:27:04,sell,0.05,eurusd,1.084,0,1.0826,2023.12.05 11:30:18,1.0826,-0.3,0,0,7
41056575,2023.12.05 09:29:03,sell,0.05,eurusd,1.08404,0,1.0826,2023.12.05 11:30:18,1.0826,-0.3,0,0,7.2
41056586,2023.12.05 09:30:07,sell,0.05,eurusd,1.08415,0,1.0826,2023.12.05 11:30:18,1.0826,-0.3,0,0,7.75
41056599,2023.12.05 09:32:20,sell,0.06,eurusd,1.08425,0,1.0826,2023.12.05 11:30:18,1.0826,-0.36,0,0,9.9
41056638,2023.12.05 09:44:05,buy,0.01,eurusd,1.08378,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.18
41056651,2023.12.05 09:45:10,buy,0.01,eurusd,1.08375,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.21
41056663,2023.12.05 09:46:04,buy,0.01,eurusd,1.0836,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.36
41056672,2023.12.05 09:47:01,buy,0.01,eurusd,1.08349,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.47
41056683,2023.12.05 09:48:02,buy,0.01,eurusd,1.08353,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.43
41056696,2023.12.05 09:49:08,buy,0.01,eurusd,1.08349,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.47
41056709,2023.12.05 09:51:02,buy,0.01,eurusd,1.08338,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.58
41056720,2023.12.05 09:52:01,buy,0.01,eurusd,1.08325,0,1.08395,2023.12.05 10:29:28,1.08396,-0.06,0,0,0.71
41056729,2023.12.05 09:53:01,buy,0.02,eurusd,1.08327,0,1.08395,2023.12.05 10:29:28,1.08396,-0.12,0,0,1.38
41056746,2023.12.05 09:56:03,buy,0.02,eurusd,1.08322,0,1.08395,2023.12.05 10:29:28,1.08396,-0.12,0,0,1.48
41056759,2023.12.05 09:57:12,buy,0.02,eurusd,1.08308,0,1.08395,2023.12.05 10:29:28,1.08396,-0.12,0,0,1.76
41056777,2023.12.05 10:02:01,buy,0.02,eurusd,1.0831,0,1.08395,2023.12.05 10:29:28,1.08396,-0.12,0,0,1.72
41056792,2023.12.05 10:04:01,buy,0.02,eurusd,1.08312,0,1.08395,2023.12.05 10:29:28,1.08396,-0.12,0,0,1.68
41056805,2023.12.05 10:06:05,buy,0.02,eurusd,1.08304,0,1.08395,2023.12.05 10:29:28,1.08396,-0.12,0,0,1.84
41056871,2023.12.05 10:30:10,buy,0.01,eurusd,1.08389,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-1.25
41056882,2023.12.05 10:31:01,buy,0.01,eurusd,1.08378,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-1.14
41056893,2023.12.05 10:32:02,buy,0.01,eurusd,1.08382,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-1.18
41056903,2023.12.05 10:33:01,buy,0.01,eurusd,1.08373,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-1.09
41056918,2023.12.05 10:34:03,buy,0.01,eurusd,1.08365,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-1.01
41056927,2023.12.05 10:35:01,buy,0.01,eurusd,1.08359,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-0.95
41056940,2023.12.05 10:36:05,buy,0.01,eurusd,1.08352,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-0.88
41056949,2023.12.05 10:37:00,buy,0.01,eurusd,1.08352,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-0.88
41056967,2023.12.05 10:40:01,buy,0.01,eurusd,1.08348,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-0.84
41056981,2023.12.05 10:42:01,buy,0.01,eurusd,1.08345,0,1.08264,2023.12.05 13:31:59,1.08264,-0.06,0,0,-0.81
41056990,2023.12.05 10:43:01,buy,0.02,eurusd,1.08342,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-1.56
41057003,2023.12.05 10:44:01,buy,0.02,eurusd,1.08343,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-1.58
41057018,2023.12.05 10:46:00,buy,0.02,eurusd,1.08335,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-1.42
41057029,2023.12.05 10:48:00,buy,0.02,eurusd,1.08322,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-1.16
41057083,2023.12.05 11:09:01,buy,0.02,eurusd,1.08322,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-1.16
41057114,2023.12.05 11:16:01,buy,0.02,eurusd,1.08323,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-1.18
41057145,2023.12.05 11:26:12,buy,0.02,eurusd,1.083,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-0.72
41057160,2023.12.05 11:29:02,buy,0.02,eurusd,1.08275,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,-0.22
41057171,2023.12.05 11:30:26,buy,0.02,eurusd,1.08263,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,0.02
41057184,2023.12.05 11:31:25,sell,0.01,eurusd,1.0824,0,1.08196,2023.12.05 11:36:03,1.08196,-0.06,0,0,0.44
41057193,2023.12.05 11:31:26,buy,0.02,eurusd,1.08237,0,1.08264,2023.12.05 13:31:59,1.08264,-0.12,0,0,0.54
41057202,2023.12.05 11:32:02,sell,0.01,eurusd,1.08252,0,1.08196,2023.12.05 11:36:03,1.08196,-0.06,0,0,0.56
41057219,2023.12.05 11:33:27,buy,0.03,eurusd,1.08216,0,1.08264,2023.12.05 13:31:59,1.08264,-0.18,0,0,1.44
41057230,2023.12.05 11:34:24,buy,0.03,eurusd,1.082,0,1.08264,2023.12.05 13:31:59,1.08264,-0.18,0,0,1.92
41057244,2023.12.05 11:36:01,buy,0.03,eurusd,1.08198,0,1.08264,2023.12.05 13:31:59,1.08264,-0.18,0,0,1.98
41057255,2023.12.05 11:38:01,buy,0.03,eurusd,1.08194,0,1.08264,2023.12.05 13:31:59,1.08264,-0.18,0,0,2.1
41057275,2023.12.05 11:41:07,buy,0.03,eurusd,1.08193,0,1.08264,2023.12.05 13:31:59,1.08264,-0.18,0,0,2.13
41057284,2023.12.05 11:41:08,sell,0.01,eurusd,1.08191,0,1.08149,2023.12.05 12:52:19,1.08148,-0.06,0,0,0.43
41057293,2023.12.05 11:42:01,buy,0.03,eurusd,1.08181,0,1.08264,2023.12.05 13:31:59,1.08264,-0.18,0,0,2.49
41057307,2023.12.05 11:44:00,buy,0.03,eurusd,1.08178,0,1.08264,2023.12.05 13:31:59,1.08264,-0.18,0,0,2.58
41057320,2023.12.05 11:45:05,buy,0.04,eurusd,1.08167,0,1.08264,2023.12.05 13:31:59,1.08264,-0.24,0,0,3.88
41057331,2023.12.05 11:46:14,buy,0.04,eurusd,1.08171,0,1.08264,2023.12.05 13:31:59,1.08264,-0.24,0,0,3.72
41057353,2023.12.05 11:52:05,buy,0.04,eurusd,1.08172,0,1.08264,2023.12.05 13:31:59,1.08264,-0.24,0,0,3.68
