DateTime,Open,High,Low,Close,Volume
2023-11-01 00:00:00,1.057785,1.0580699999999998,1.056875,1.0573450000000002,7255
2023-11-01 01:00:00,1.05734,1.057655,1.05674,1.056915,6955
2023-11-01 02:00:00,1.05691,1.057305,1.056655,1.057035,4946
2023-11-01 03:00:00,1.05704,1.057385,1.056885,1.05706,5837
2023-11-01 04:00:00,1.05705,1.0572,1.0566,1.05673,4994
2023-11-01 05:00:00,1.056725,1.0569350000000002,1.0565250000000002,1.0567950000000002,6016
2023-11-01 06:00:00,1.0568,1.057645,1.0568,1.05741,7050
2023-11-01 07:00:00,1.0574050000000002,1.05776,1.055905,1.05647,10836
2023-11-01 08:00:00,1.0564749999999998,1.05682,1.05573,1.0558299999999998,17572
2023-11-01 09:00:00,1.055825,1.056275,1.054555,1.05493,11269
2023-11-01 10:00:00,1.05494,1.05538,1.0545749999999998,1.054825,7166
2023-11-01 11:00:00,1.0548350000000002,1.055075,1.05409,1.0543,12828
2023-11-01 12:00:00,1.0543049999999998,1.055755,1.0537,1.05387,38949
2023-11-01 13:00:00,1.05386,1.05397,1.052165,1.053115,27860
2023-11-01 14:00:00,1.053145,1.057085,1.053145,1.05526,51525
2023-11-01 15:00:00,1.0552549999999998,1.05593,1.053585,1.0537299999999998,19439
2023-11-01 16:00:00,1.053725,1.054175,1.05322,1.05338,11015
2023-11-01 17:00:00,1.0533899999999998,1.05358,1.05276,1.0534599999999998,12212
2023-11-01 18:00:00,1.053455,1.055245,1.051695,1.05421,72207
2023-11-01 19:00:00,1.054205,1.057065,1.054145,1.0567350000000002,43118
2023-11-01 20:00:00,1.05673,1.05758,1.05673,1.057035,6006
2023-11-01 21:00:00,1.05702,1.05715,1.056765,1.05689,1362
2023-11-01 22:00:00,1.056895,1.05789,1.056885,1.057845,1819
2023-11-01 23:00:00,1.05786,1.058685,1.05775,1.058675,6947
2023-11-02 00:00:00,1.0586799999999998,1.060205,1.05838,1.0601850000000002,10862
2023-11-02 01:00:00,1.06019,1.0602200000000002,1.05966,1.0597850000000002,10292
2023-11-02 02:00:00,1.059775,1.05987,1.059335,1.0595949999999998,7085
2023-11-02 03:00:00,1.05957,1.060035,1.05941,1.0599949999999998,4304
2023-11-02 04:00:00,1.060005,1.060005,1.05952,1.059605,5016
2023-11-02 05:00:00,1.0596,1.0602049999999998,1.05954,1.0597249999999998,6585
2023-11-02 06:00:00,1.059715,1.0602,1.05938,1.06,6892
