DateTime,Open,High,Low,Close,Volume
2023-11-01 00:00:00,1.057785,1.0580699999999998,1.057605,1.0577649999999998,2222
2023-11-01 00:15:00,1.057785,1.057805,1.0573,1.057335,1515
2023-11-01 00:30:00,1.05734,1.05736,1.056875,1.05715,1841
2023-11-01 00:45:00,1.057145,1.05741,1.057145,1.0573450000000002,1677
2023-11-01 01:00:00,1.05734,1.05741,1.057095,1.0573899999999998,1842
2023-11-01 01:15:00,1.057385,1.05755,1.057265,1.0574249999999998,1761
2023-11-01 01:30:00,1.05742,1.057655,1.057225,1.0576,954
2023-11-01 01:45:00,1.057575,1.057575,1.05674,1.056915,2398
2023-11-01 02:00:00,1.05691,1.056985,1.056655,1.056955,1531
2023-11-01 02:15:00,1.05695,1.05704,1.05681,1.057025,799
2023-11-01 02:30:00,1.05703,1.057305,1.05703,1.05718,1128
2023-11-01 02:45:00,1.057175,1.05718,1.056885,1.057035,1488
2023-11-01 03:00:00,1.05704,1.057235,1.056885,1.056895,1691
2023-11-01 03:15:00,1.05689,1.05723,1.05689,1.05711,1643
2023-11-01 03:30:00,1.057105,1.057385,1.05709,1.05735,1405
2023-11-01 03:45:00,1.0573450000000002,1.0573450000000002,1.057055,1.05706,1098
2023-11-01 04:00:00,1.05705,1.05707,1.05687,1.05687,1431
2023-11-01 04:15:00,1.05689,1.0572,1.0568650000000002,1.057,1569
2023-11-01 04:30:00,1.0570050000000002,1.05703,1.056705,1.056855,980
2023-11-01 04:45:00,1.0568499999999998,1.0569350000000002,1.0566,1.05673,1014
2023-11-01 05:00:00,1.056725,1.056725,1.0565250000000002,1.056705,1182
2023-11-01 05:15:00,1.0567,1.0569350000000002,1.056635,1.056915,878
2023-11-01 05:30:00,1.05691,1.05691,1.0566,1.05669,1810
2023-11-01 05:45:00,1.0567099999999998,1.05682,1.0565600000000002,1.0567950000000002,2146
2023-11-01 06:00:00,1.0568,1.0571350000000002,1.0568,1.0570849999999998,2388
2023-11-01 06:15:00,1.0570750000000002,1.057225,1.056965,1.056975,880
2023-11-01 06:30:00,1.05697,1.0574249999999998,1.05693,1.0573450000000002,1825
2023-11-01 06:45:00,1.05733,1.057645,1.05728,1.05741,1957
2023-11-01 07:00:00,1.0574050000000002,1.05776,1.057275,1.057525,2842
2023-11-01 07:15:00,1.05752,1.057575,1.05676,1.056825,2232
2023-11-01 07:30:00,1.05682,1.057035,1.05614,1.056165,2809
2023-11-01 07:45:00,1.05619,1.056485,1.055905,1.05647,2953
2023-11-01 08:00:00,1.0564749999999998,1.05682,1.0560550000000002,1.056765,6137
2023-11-01 08:15:00,1.056785,1.056785,1.05575,1.055815,4316
2023-11-01 08:30:00,1.0558,1.05598,1.05575,1.055875,3611
2023-11-01 08:45:00,1.055905,1.05594,1.05573,1.0558299999999998,3508
2023-11-01 09:00:00,1.055825,1.056275,1.055745,1.055815,2963
2023-11-01 09:15:00,1.05581,1.05592,1.0552,1.055215,3273
2023-11-01 09:30:00,1.0552199999999998,1.055265,1.0546099999999998,1.0548350000000002,2765
2023-11-01 09:45:00,1.05483,1.05505,1.054555,1.05493,2268
2023-11-01 10:00:00,1.05494,1.0550000000000002,1.0545749999999998,1.0550000000000002,2005
2023-11-01 10:15:00,1.054995,1.05503,1.054655,1.05484,1555
2023-11-01 10:30:00,1.0548350000000002,1.05524,1.0546799999999998,1.055195,1644
2023-11-01 10:45:00,1.055205,1.05538,1.05478,1.054825,1962
2023-11-01 11:00:00,1.0548350000000002,1.055075,1.0547749999999998,1.054795,2563
